"timeseriesid","timestamp1","stockprice"
2,1.55388,59.8097
2,1.57895,62.8777
2,1.60401,65.9133
2,1.62907,68.9168
2,1.65414,71.8885
2,1.6792,74.8288
2,1.70426,77.7381
2,1.72932,80.6165
2,1.75439,83.4645
2,1.77945,86.2825
2,1.80451,89.0706
2,1.82957,91.8292
2,1.85464,94.5587
2,1.8797,97.2593
2,1.90476,99.9314
2,1.92982,102.575
2,1.95489,105.191
2,1.97995,107.779
2,2.00501,110.34
2,2.03008,112.874
2,2.05514,115.381
2,2.0802,117.861
2,2.10526,120.315
2,2.13033,122.744
2,2.15539,125.146
2,2.18045,127.524
2,2.20551,129.876
2,2.23058,132.203
2,2.25564,134.505
2,2.2807,136.784
2,2.30576,139.038
2,2.33083,141.268
2,2.35589,143.475
2,2.38095,145.658
2,2.40602,147.819
2,2.43108,149.956
2,2.45614,152.071
2,2.4812,154.164
2,2.50627,156.234
2,2.53133,158.282
2,2.55639,160.309
2,2.58145,162.315
2,2.60652,164.299
2,2.63158,166.262
2,2.65664,168.205
2,2.6817,170.127
2,2.70677,172.028
2,2.73183,173.91
2,2.75689,175.771
2,2.78195,177.613
2,2.80702,179.436
2,2.83208,181.239
2,2.85714,183.023
2,2.88221,184.788
2,2.90727,186.535
2,2.93233,188.263
2,2.95739,189.973
2,2.98246,191.665
2,3.00752,193.339
2,3.03258,194.995
2,3.05764,196.634
2,3.08271,198.255
2,3.10777,199.859
2,3.13283,201.446
2,3.15789,203.017
2,3.18296,204.571
2,3.20802,206.108
2,3.23308,207.629
2,3.25815,209.135
2,3.28321,210.624
2,3.30827,212.097
2,3.33333,213.555
2,3.3584,214.997
2,3.38346,216.425
2,3.40852,217.837
2,3.43358,219.234
2,3.45865,220.616
2,3.48371,221.984
2,3.50877,223.338
2,3.53383,224.677
2,3.5589,226.001
2,3.58396,227.312
2,3.60902,228.609
2,3.63409,229.893
2,3.65915,231.162
2,3.68421,232.419
2,3.70927,233.662
2,3.73434,234.891
2,3.7594,236.108
2,3.78446,237.312
2,3.80952,238.504
2,3.83459,239.682
2,3.85965,240.848
2,3.88471,242.002
2,3.90977,243.144
2,3.93484,244.274
2,3.9599,245.391
2,3.98496,246.497
2,4.01003,247.591
2,4.03509,248.674
2,4.06015,249.745
2,4.08521,250.805
2,4.11028,251.853
2,4.13534,252.891
2,4.1604,253.917
2,4.18546,254.933
2,4.21053,255.938
2,4.23559,256.932
2,4.26065,257.916
2,4.28571,258.89
2,4.31078,259.853
2,4.33584,260.806
2,4.3609,261.749
2,4.38596,262.681
2,4.41103,263.604
2,4.43609,264.518
2,4.46115,265.421
2,4.48622,266.315
2,4.51128,267.2
2,4.53634,268.075
2,4.5614,268.941
2,4.58647,269.798
2,4.61153,270.646
2,4.63659,271.485
2,4.66165,272.315
2,4.68672,273.136
2,4.71178,273.948
2,4.73684,274.752
2,4.7619,275.548
2,4.78697,276.335
2,4.81203,277.113
2,4.83709,277.884
2,4.86216,278.646
2,4.88722,279.4
2,4.91228,280.147
2,4.93734,280.885
2,4.96241,281.616
2,4.98747,282.338
2,5.01253,283.054
2,5.03759,283.761
2,5.06266,284.461
2,5.08772,285.154
2,5.11278,285.84
2,5.13784,286.518
2,5.16291,287.189
2,5.18797,287.853
2,5.21303,288.51
2,5.2381,289.16
2,5.26316,289.803
2,5.28822,290.439
2,5.31328,291.068
2,5.33835,291.691
2,5.36341,292.308
2,5.38847,292.917
2,5.41353,293.521
2,5.4386,294.118
2,5.46366,294.708
2,5.48872,295.293
2,5.51378,295.871
2,5.53885,296.443
2,5.56391,297.009
2,5.58897,297.569
2,5.61404,298.123
2,5.6391,298.672
2,5.66416,299.214
2,5.68922,299.751
2,5.71429,300.282
2,5.73935,300.808
2,5.76441,301.327
2,5.78947,301.842
2,5.81454,302.351
2,5.8396,302.855
2,5.86466,303.353
2,5.88972,303.846
2,5.91479,304.334
2,5.93985,304.816
2,5.96491,305.294
2,5.98997,305.766
2,6.01504,306.234
2,6.0401,306.696
2,6.06516,307.154
2,6.09023,307.607
2,6.11529,308.055
2,6.14035,308.498
2,6.16541,308.937
2,6.19048,309.371
2,6.21554,309.8
2,6.2406,310.225
2,6.26566,310.645
2,6.29073,311.061
2,6.31579,311.473
2,6.34085,311.88
2,6.36591,312.283
2,6.39098,312.681
2,6.41604,313.076
2,6.4411,313.466
2,6.46617,313.852
2,6.49123,314.234
2,6.51629,314.612
2,6.54135,314.986
2,6.56642,315.356
2,6.59148,315.722
2,6.61654,316.084
2,6.6416,316.443
2,6.66667,316.797
2,6.69173,317.148
2,6.71679,317.495
2,6.74185,317.839
2,6.76692,318.179
2,6.79198,318.515
2,6.81704,318.848
2,6.84211,319.177
2,6.86717,319.502
2,6.89223,319.825
2,6.91729,320.144
2,6.94236,320.459
2,6.96742,320.771
2,6.99248,321.08
2,7.01754,321.386
2,7.04261,321.688
2,7.06767,321.987
2,7.09273,322.283
2,7.11779,322.576
2,7.14286,322.866
2,7.16792,323.152
2,7.19298,323.436
2,7.21805,323.717
2,7.24311,323.994
2,7.26817,324.269
2,7.29323,324.541
2,7.3183,324.81
2,7.34336,325.076
2,7.36842,325.339
2,7.39348,325.6
2,7.41855,325.858
2,7.44361,326.113
2,7.46867,326.365
2,7.49373,326.615
2,7.5188,326.862
2,7.54386,327.106
2,7.56892,327.348
2,7.59398,327.588
2,7.61905,327.824
2,7.64411,328.059
2,7.66917,328.29
2,7.69424,328.52
2,7.7193,328.747
2,7.74436,328.971
2,7.76942,329.193
2,7.79449,329.413
2,7.81955,329.631
2,7.84461,329.846
2,7.86967,330.059
2,7.89474,330.269
2,7.9198,330.478
2,7.94486,330.684
2,7.96992,330.888
2,7.99499,331.09
2,8.02005,331.29
2,8.04511,331.487
2,8.07018,331.683
2,8.09524,331.876
2,8.1203,332.068
2,8.14536,332.257
2,8.17043,332.445
2,8.19549,332.63
2,8.22055,332.813
2,8.24561,332.995
2,8.27068,333.175
2,8.29574,333.352
2,8.3208,333.528
2,8.34586,333.702
2,8.37093,333.874
2,8.39599,334.044
2,8.42105,334.213
2,8.44612,334.38
2,8.47118,334.545
2,8.49624,334.708
2,8.5213,334.869
2,8.54637,335.029
2,8.57143,335.187
2,8.59649,335.344
2,8.62155,335.498
2,8.64662,335.652
2,8.67168,335.803
2,8.69674,335.953
2,8.7218,336.101
2,8.74687,336.248
2,8.77193,336.393
2,8.79699,336.537
2,8.82206,336.679
2,8.84712,336.82
2,8.87218,336.959
2,8.89724,337.097
2,8.92231,337.233
2,8.94737,337.368
2,8.97243,337.501
2,8.99749,337.633
2,9.02256,337.763
2,9.04762,337.893
2,9.07268,338.02
2,9.09774,338.147
2,9.12281,338.272
2,9.14787,338.396
2,9.17293,338.518
2,9.19799,338.64
2,9.22306,338.759
2,9.24812,338.878
2,9.27318,338.996
2,9.29825,339.112
2,9.32331,339.227
2,9.34837,339.34
2,9.37343,339.453
2,9.3985,339.564
2,9.42356,339.674
2,9.44862,339.783
2,9.47368,339.891
2,9.49875,339.998
2,9.52381,340.103
2,9.54887,340.208
2,9.57393,340.311
2,9.599,340.413
2,9.62406,340.515
2,9.64912,340.615
2,9.67419,340.714
2,9.69925,340.812
2,9.72431,340.909
2,9.74937,341.005
2,9.77444,341.099
2,9.7995,341.193
2,9.82456,341.286
2,9.84962,341.378
2,9.87469,341.469
2,9.89975,341.559
2,9.92481,341.648
2,9.94987,341.736
2,9.97494,341.824
2,10.0,341.91
