"userid","itemid","rating"
8,1732,3
8,1748,4
8,1784,3.5
8,1884,4.5
8,1917,2.5
8,1921,5
8,1923,2.5
8,1952,4
8,1954,4.5
8,1961,3.5
8,1965,3.5
8,1967,3.5
8,1968,2
8,1997,3
8,2000,3
8,2001,2
8,2003,4.5
8,2004,4
8,2011,3
8,2012,2
8,2021,2.5
8,2023,4
8,2028,3
8,2054,3
8,2076,4
8,2105,2.5
8,2115,4.5
8,2116,2
8,2143,3
8,2159,3
8,2160,4
8,2174,4.5
8,2193,3.5
8,2194,4.5
8,2232,4.5
8,2288,3
8,2291,4.5
8,2294,4
8,2324,3.5
8,2329,4.5
8,2355,3.5
8,2371,2.5
8,2373,2.5
8,2378,4
8,2402,3.5
8,2403,5
8,2409,3.5
8,2410,3.5
8,2411,3.5
8,2420,3.5
8,2421,2
8,2424,2
8,2467,3.5
8,2470,4
8,2471,3.5
8,2513,4.5
8,2514,2
8,2542,4
8,2571,4.5
8,2572,2
8,2580,3.5
8,2600,4
8,2616,3.5
8,2617,2
8,2628,3.5
8,2641,2
8,2657,4.5
8,2672,4
8,2683,3
8,2699,4
8,2700,4
8,2706,2
8,2710,3
8,2712,3.5
8,2716,4
8,2717,3
8,2722,3
8,2729,3
8,2731,4
8,2746,4
8,2761,4
8,2762,4
8,2788,5
8,2791,4
8,2792,4
8,2794,3
8,2797,3
8,2858,3
8,2916,4.5
8,2944,4
8,2947,4
8,2948,3.5
8,2951,4.5
8,2953,2
8,2959,4.5
8,2985,5
8,2986,2
8,2987,4
8,2993,3.5
8,2997,4.5
8,3000,4.5
8,3005,3.5
8,3019,4
8,3081,3
8,3104,3.5
8,3108,2.5
8,3114,3
8,3147,4
8,3168,4.5
8,3198,3
8,3208,3.5
8,3252,3
8,3253,3
8,3254,2.5
8,3257,3
8,3273,2
8,3275,4.5
8,3306,4
8,3307,3.5
8,3310,4
8,3418,4
8,3421,3
8,3424,3
8,3448,3
8,3462,4.5
8,3468,4
8,3471,4
8,3527,5
8,3552,3
8,3556,2.5
8,3578,2.5
8,3608,3
8,3623,3
8,3624,2.5
8,3629,4.5
8,3635,3.5
8,3638,4
8,3681,4
8,3697,4.5
8,3702,5
8,3703,5
8,3704,4
8,3717,3
8,3740,3
8,3745,3.5
8,3751,4
8,3752,2.5
8,3753,2
8,3785,3
8,3793,4
8,3863,3.5
8,3868,4
8,3869,3.5
8,3910,4.5
8,3917,4
8,3918,3.5
8,3949,3
8,3984,4
8,3996,3
8,4011,4
8,4022,3.5
8,4027,4
8,4034,4
8,4084,2
8,4085,2.5
8,4092,5
8,4105,3
8,4128,3.5
8,4148,3.5
8,4223,4.5
8,4226,4
8,4239,4.5
8,4246,2
8,4254,3
8,4262,4.5
8,4306,3.5
8,4308,4
8,4327,4
8,4343,2
8,4344,2
8,4351,4.5
8,4446,3
8,4487,3
8,4489,3
8,4638,2
8,4673,4
8,4718,1.5
8,4720,4
8,4776,3.5
8,4848,4
8,4855,4
8,4874,3
8,4878,4
8,4886,3.5
8,4896,2
8,4963,2.5
8,4973,4
8,4975,3.5
8,4993,3.5
8,4995,4
8,5040,4.5
8,5049,3.5
8,5218,4
8,5349,2.5
8,5378,4
8,5418,2
8,5445,4.5
8,5459,2.5
8,5481,2.5
8,5500,4
8,5502,3.5
8,5541,4
8,5618,4
8,5630,3.5
8,5669,3
8,5679,4
8,5690,4
8,5816,2
8,5902,3
8,5903,4
8,5952,3.5
8,5956,4
8,5971,4
8,5995,4
8,6003,4
8,6016,4.5
8,6104,4
8,6155,1
8,6250,3.5
8,6281,4
8,6333,2.5
8,6365,3
8,6373,2.5
8,6377,3
8,6502,4.5
8,6537,2.5
8,6539,4
8,6595,2.5
8,6664,4.5
8,6711,2.5
8,6800,4.5
8,6807,4
8,6812,2.5
8,6863,2.5
8,6874,4.5
8,6888,2
8,6934,2.5
8,6953,2.5
8,6957,3
8,6979,4.5
8,7004,2.5
8,7022,4
8,7099,4
8,7101,2
8,7147,3.5
8,7153,3
8,7254,3
8,7310,4.5
8,7318,2.5
8,7347,4
8,7361,4.5
8,7371,4.5
8,7387,3
8,7438,4.5
8,7569,3.5
8,7570,3.5
8,7573,4
8,8360,2
8,8361,2.5
8,8376,4.5
8,8464,3
8,8529,3
8,8622,3
8,8636,2
8,8644,3
8,8665,2
8,8783,4
8,8874,3.5
8,8957,3
8,26614,2.5
8,26776,4.5
8,26819,4
8,27660,4.5
8,27728,4
8,27773,4.5
8,27788,4
8,27831,4
8,27904,4.5
8,30707,3.5
8,30749,3.5
8,30793,3
8,30810,4
8,30812,2.5
8,31410,2.5
8,31413,4.5
8,32587,4
8,33004,3
8,33493,3.5
8,33794,4
8,34048,3
8,34405,4
8,35836,2.5
8,36363,4.5
8,36519,2.5
8,37729,4
8,37830,3.5
8,38038,3.5
8,39183,3
8,40819,3.5
8,41997,4
8,44022,2.5
8,44191,3.5
8,44195,4.5
8,44665,4
8,45447,2.5
8,45550,3.5
8,45722,2.5
8,46578,4
8,46723,3
8,46972,2.5
8,46976,3.5
8,47200,3.5
8,47610,4
8,48043,3.5
8,48082,4.5
8,48394,4
8,48516,4
8,48738,4
8,48774,4
8,48780,4
8,49272,3
8,50794,4
8,51086,3
8,51255,3.5
8,51662,4.5
8,52281,4
8,52328,3
8,52604,3
8,53000,4
8,53322,3.5
8,53519,3.5
8,53953,4
8,53972,4
8,53996,2
8,54286,2.5
8,54997,4
8,55069,4
8,55247,4.5
8,55269,3.5
8,55442,4
8,55765,4
8,55820,4
8,56367,4
8,56757,4.5
8,57528,3
8,57669,3
8,58295,3
8,58559,4
8,58803,3.5
8,59315,4
8,59501,2.5
8,59784,3
8,60069,4.5
8,60074,3
8,60684,4.5
8,61160,2
8,61236,3
8,61248,3
8,61634,2
8,63082,3.5
8,64614,3.5
8,66097,3
8,67508,4.5
8,68157,2
8,68237,4
8,68319,4
8,68791,2.5
8,68954,4.5
8,69122,3
8,69134,3.5
8,69844,2
8,70286,4
8,71108,3
8,71535,3.5
8,72998,3
8,73017,3.5
8,73321,4
8,74458,4
8,74789,3.5
8,76251,4
8,77328,4.5
8,77330,4.5
8,77359,4.5
8,77561,2
8,77629,4.5
8,78469,2
8,79057,2.5
8,79132,4
8,79185,2
8,79627,3
8,80463,3.5
8,81591,3
8,81845,3.5
8,82461,2
8,83827,4
8,85774,3
8,86320,4
8,91529,4
8,91542,4
8,91658,4.5
8,92259,4
8,94864,3.5
8,96079,4
8,97938,4
8,99813,4
8,100843,4
8,103253,3.5
8,103306,4.5
8,104283,4
8,104841,4.5
8,105355,4.5
8,108727,4.5
8,108981,4.5
2,1,3
2,2,3
2,11,3
2,17,5
2,19,4
2,21,3
2,34,5
2,39,3
2,47,2
2,95,3
2,150,4
2,153,3
2,160,3
2,161,4
2,165,2
2,173,2
2,185,3
2,186,3
2,196,2
2,208,3
2,225,3
2,231,3
2,236,4
2,252,3
2,253,4
2,266,4
2,282,4
2,288,1
2,293,3
2,300,4
2,317,5
2,318,5
2,329,3
2,337,4
2,339,4
2,344,4
2,349,4
2,364,5
2,367,5
2,410,3
2,420,5
2,432,4
2,434,4
2,454,5
2,457,5
2,553,5
2,588,4
2,590,4
2,593,5
2,595,5
