"sn","price","lotsize","bedrooms","bathrms","stories","driveway","recroom","fullbase","gashw","airco","garagepl","prefarea","homestyle"
323,93000,8250,3,2,3,yes,no,no,no,yes,0,no,Eclectic
325,98500,7700,3,2,1,yes,no,no,no,no,2,no,Eclectic
327,101000,8880,2,1,1,yes,no,no,no,yes,1,no,bungalow
331,124000,7155,3,2,1,yes,yes,yes,no,yes,2,no,bungalow
333,50000,7350,2,1,1,yes,no,no,no,no,1,no,Classic
335,60000,7000,3,1,1,yes,no,no,no,no,3,no,Eclectic
337,106000,7440,3,2,1,yes,yes,yes,no,yes,0,yes,bungalow
341,70000,2970,3,1,3,yes,no,no,no,no,0,no,Eclectic
343,80000,10500,2,1,1,yes,no,no,no,no,1,no,Eclectic
345,88000,4500,3,1,4,yes,no,no,no,yes,0,no,Eclectic
347,52000,4130,3,2,2,yes,no,no,no,no,2,no,Eclectic
349,60000,4079,3,1,3,yes,no,no,no,no,0,no,Eclectic
351,64500,9860,3,1,1,yes,no,no,no,no,0,no,Eclectic
357,78000,6100,3,1,3,yes,yes,no,no,yes,0,yes,Eclectic
359,97000,12090,4,2,2,yes,no,no,no,no,2,yes,Eclectic
361,130000,6600,4,2,2,yes,yes,yes,no,yes,1,yes,bungalow
363,175000,9960,3,2,2,yes,no,yes,no,no,2,yes,bungalow
365,84900,15600,3,1,1,yes,no,no,no,yes,2,no,Eclectic
369,145000,16200,5,3,2,yes,no,no,no,no,0,no,bungalow
371,82000,6360,3,1,1,yes,yes,yes,no,yes,2,yes,Eclectic
373,100500,6360,4,2,3,yes,no,no,no,yes,2,yes,bungalow
375,126500,6420,3,2,2,yes,no,no,no,yes,1,yes,bungalow
379,84000,7160,3,1,1,yes,no,yes,no,no,2,yes,Eclectic
381,103500,9000,4,2,4,yes,yes,no,no,yes,1,yes,bungalow
383,140000,13200,3,1,2,yes,no,yes,no,yes,2,yes,bungalow
385,78000,6600,4,2,2,yes,yes,yes,no,no,0,yes,Eclectic
387,83900,11460,3,1,3,yes,no,no,no,no,2,yes,Eclectic
389,85000,6540,3,1,1,yes,yes,yes,no,no,2,yes,Eclectic
391,86900,9620,3,1,1,yes,no,yes,no,no,2,yes,Eclectic
393,96000,5020,3,1,4,yes,no,no,no,yes,0,yes,Eclectic
395,72000,6600,3,1,1,yes,yes,yes,no,no,0,yes,Eclectic
397,77000,6710,3,2,2,yes,yes,yes,no,no,1,yes,Eclectic
399,82900,7000,3,1,1,yes,no,yes,no,no,2,yes,Eclectic
405,80000,6600,4,2,1,yes,no,yes,no,no,0,yes,Eclectic
407,87000,6600,3,1,1,yes,yes,yes,no,no,2,yes,Eclectic
409,89000,6600,3,2,1,yes,no,yes,no,yes,0,yes,Eclectic
413,112000,6360,3,2,4,yes,no,no,no,yes,0,yes,bungalow
415,52000,2850,3,2,2,no,no,yes,no,no,0,yes,Eclectic
417,100000,11175,3,1,1,yes,no,yes,no,yes,1,yes,Eclectic
419,174500,7500,4,2,2,yes,no,yes,no,yes,3,yes,bungalow
421,68000,10240,2,1,1,yes,no,no,no,yes,2,yes,Eclectic
423,61100,3400,3,1,2,yes,no,yes,no,no,2,yes,Eclectic
425,65500,3840,3,1,2,yes,no,no,no,no,1,yes,Eclectic
427,49500,5320,2,1,1,yes,no,no,no,no,1,yes,Classic
429,53500,3480,2,1,1,yes,no,no,no,no,0,yes,Eclectic
431,64500,3520,2,1,2,yes,no,no,no,no,0,yes,Eclectic
433,69000,6040,3,1,1,yes,no,no,no,no,2,yes,Eclectic
435,75000,8400,3,1,2,yes,yes,yes,no,yes,2,yes,Eclectic
437,132000,7800,3,2,2,yes,no,no,no,no,0,yes,bungalow
439,65000,5360,3,1,2,yes,no,no,no,no,2,yes,Eclectic
445,72500,5720,2,1,2,yes,no,no,no,yes,0,yes,Eclectic
447,114900,7482,3,2,3,yes,no,no,yes,no,1,yes,bungalow
449,58000,4320,3,1,2,yes,no,no,no,no,2,yes,Eclectic
451,67000,4320,3,1,1,yes,no,no,no,no,0,yes,Eclectic
453,73000,6100,3,1,1,yes,no,yes,no,yes,0,yes,Eclectic
455,74900,6050,3,1,1,yes,no,yes,no,no,0,yes,Eclectic
457,79500,5400,5,1,2,yes,yes,yes,no,yes,0,yes,Eclectic
461,47600,2145,3,1,2,yes,no,yes,no,no,0,yes,Classic
465,49500,2145,3,1,3,yes,no,no,no,no,0,yes,Classic
467,54000,2856,3,1,3,yes,no,no,no,no,0,yes,Eclectic
471,60000,2145,3,1,3,yes,no,no,no,no,1,yes,Eclectic
473,50000,9500,3,1,2,yes,no,no,no,no,3,yes,Classic
475,93000,6670,3,1,3,yes,no,yes,no,no,0,yes,Eclectic
477,61500,10360,2,1,1,yes,no,no,no,no,1,yes,Eclectic
479,88000,5450,4,2,1,yes,no,yes,no,yes,0,yes,Eclectic
481,89500,6000,4,1,3,yes,yes,yes,no,no,0,yes,Eclectic
483,95500,6600,2,2,4,yes,no,yes,no,no,0,yes,Eclectic
485,62900,4880,3,1,1,yes,no,no,no,no,2,yes,Eclectic
487,42900,8050,2,1,1,yes,no,no,no,no,0,no,Classic
489,47000,5880,3,1,1,yes,no,no,no,no,1,no,Classic
491,50000,12944,3,1,1,yes,no,no,no,no,0,no,Classic
493,53000,4050,2,1,1,yes,no,no,no,no,0,no,Eclectic
495,58500,5600,2,1,1,yes,no,no,no,yes,0,no,Eclectic
497,60000,4500,3,1,1,yes,no,yes,no,no,0,no,Eclectic
499,64000,8250,3,1,1,yes,no,no,no,no,0,no,Eclectic
501,67900,6440,2,1,1,yes,no,no,no,yes,3,no,Eclectic
503,70000,6720,3,1,1,yes,no,no,no,no,0,no,Eclectic
505,71500,8150,3,2,1,yes,yes,yes,no,no,0,no,Eclectic
507,75000,9800,4,2,2,yes,yes,no,no,no,2,no,Eclectic
509,87000,8372,3,1,3,yes,no,no,no,yes,2,no,Eclectic
511,70000,4646,3,1,2,yes,yes,yes,no,no,2,no,Eclectic
512,47500,4775,4,1,2,yes,no,no,no,no,0,no,Classic
514,66000,5010,3,1,2,yes,no,yes,no,no,0,no,Eclectic
516,53000,3584,2,1,1,yes,no,no,yes,no,0,no,Eclectic
518,96500,6000,4,2,4,yes,no,no,no,yes,0,no,Eclectic
520,102000,6000,3,2,2,yes,yes,no,no,no,1,no,bungalow
522,105000,6000,4,2,4,yes,yes,no,no,yes,1,no,bungalow
524,110000,6000,4,2,4,yes,no,no,no,no,2,no,bungalow
526,120000,7475,3,2,4,yes,no,no,no,yes,2,no,bungalow
528,106000,6325,3,1,4,yes,no,no,no,yes,1,no,bungalow
532,120000,7000,3,1,4,yes,no,no,no,yes,2,no,bungalow
534,71000,7686,3,1,1,yes,yes,yes,yes,no,0,no,Eclectic
536,82000,5800,3,2,4,yes,no,no,no,yes,0,no,Eclectic
538,83000,4800,3,1,3,yes,no,no,no,yes,0,no,Eclectic
542,91500,4800,3,2,4,yes,yes,no,no,yes,0,no,Eclectic
544,103000,6000,3,2,4,yes,yes,no,no,yes,1,no,bungalow
546,105000,6000,3,1,2,yes,no,no,no,yes,1,no,bungalow
