"userid","itemid","rating"
45,632,3
38,4210,2
11,2948,3
37,4878,4
45,665,3.5
38,4213,2
11,2949,4
37,4881,4
45,714,4
38,4226,4.5
11,2959,4
37,4889,3.5
45,750,4
38,4262,3.5
11,2968,4
37,4896,3
45,858,5
38,4270,4
11,2973,4
37,4911,1
45,899,3
38,4277,2.5
11,2985,3
37,4973,4
45,903,4
38,4299,3.5
11,2986,1
37,4975,4
45,904,4
38,4310,0.5
11,2987,3
37,4979,4
45,908,4
38,4336,4.5
11,2990,2
37,4993,4
45,910,3
38,4339,1
11,2997,2
37,5010,4
45,912,4
38,4343,3.5
11,3000,3
37,5013,3
45,913,3.5
38,4344,2.5
11,3019,3
37,5065,3.5
45,916,3
38,4370,4
11,3034,3
37,5072,4
45,923,4
38,4396,4
11,3035,4
37,5092,0.5
45,924,3
38,4397,4
11,3052,3
37,5105,4.5
45,928,3
38,4446,4
11,3060,3
37,5198,4
45,930,3
38,4471,3
11,3061,3
37,5218,2.5
45,933,3
38,4478,3
11,3070,4
37,5266,3
45,969,3.5
38,4480,4.5
11,3081,2
37,5267,3
45,994,3
38,4492,4
11,3082,2
37,5378,3
45,1041,4
38,4493,3.5
11,3097,3
37,5418,3.5
45,1080,4
38,4494,4
11,3104,3
37,5445,3.5
45,1084,3
38,4501,2.5
11,3107,2
37,5479,3
45,1086,3.5
38,4508,2.5
11,3108,2
37,5481,3
45,1089,3
38,4532,2.5
11,3114,4
37,5498,3
45,1111,3
38,4533,3.5
11,3129,3
37,5502,4
45,1136,4
38,4544,1
11,3145,3
37,5618,3.5
45,1172,4
38,4545,1
11,3160,2
37,5630,2.5
45,1175,4
38,4553,4
11,3163,4
37,5638,2
45,1193,3
38,4571,4.5
11,3175,3
37,5669,4
45,1196,2
38,4623,1.5
11,3213,4
37,5690,3
45,1197,2
38,4633,3
11,3219,2
37,5801,3.5
45,1198,2.5
38,4638,3.5
11,3262,1
37,5812,3
45,1199,3
38,4673,4.5
11,3317,4
37,5816,2.5
45,1201,3.5
38,4682,3
11,3340,2
37,5833,3
45,1204,3
38,4697,4
11,3365,4
37,5867,3
45,1206,3.5
38,4720,3
11,3385,3
37,5876,3.5
45,1208,3
38,4734,4
11,3386,3
37,5881,3.5
45,1209,3
38,4735,4
11,3387,2
37,5902,4.5
45,1211,4
38,4744,4.5
11,3394,1
37,5944,3
45,1212,4
38,4803,3.5
11,3396,3
37,5945,4
45,1213,4
38,4811,1.5
11,3397,2
37,5952,4
45,1219,4
38,4823,5
11,3408,3
37,5959,3
45,1221,5
38,4848,3
11,3418,3
37,5989,4
45,1222,3
38,4855,4
11,3420,3
37,5993,3
45,1227,4
38,4865,4
11,3424,4
37,5995,3
45,1228,4
38,4876,1.5
11,3435,4
37,6003,4
45,1230,3.5
38,4878,4
11,3448,3
37,6016,4
45,1244,4
38,4893,3.5
11,3450,3
37,6059,3
45,1245,4
38,4911,3.5
11,3471,3
37,6185,3
45,1247,3
38,4941,3.5
11,3481,3
37,6187,4
45,1248,3
38,4944,3.5
11,3487,4
37,6214,3
45,1250,3
38,4952,2.5
11,3507,4
37,6218,3
45,1252,4
38,4963,3.5
11,3510,2
37,6242,5
45,1258,4
38,4974,3
11,3555,3
37,6243,3
45,1260,3
38,4981,4
11,3578,3
37,6281,4
45,1262,3
38,4993,4.5
11,3593,1
37,6283,4
45,1265,2.5
38,5090,3.5
11,3608,3
37,6296,4
45,1266,3
38,5152,4
11,3615,2
37,6380,4
45,1273,3.5
38,5254,4
11,3623,2
37,6440,3
45,1278,3.5
38,5266,2
11,3633,4
37,6486,2.5
45,1280,2.5
38,5267,2
11,3675,3
37,6502,2.5
45,1284,3
38,5303,4
11,3683,3
37,6539,2.5
45,1292,3
38,5349,5
11,3684,4
37,6708,4
45,1299,3
38,5378,3
11,3686,2
37,6711,4.5
45,1303,3
38,5388,4
11,3698,3
37,6787,2.5
45,1333,3.5
38,5445,4.5
11,3701,3
37,6793,2
45,1358,3
38,5452,1.5
11,3706,2
37,6800,0.5
45,1446,3
38,5476,2
11,3707,2
37,6857,2
45,1719,4
38,5489,3
11,3709,2
37,6858,3
45,1732,4
38,5497,3.5
11,3712,3
37,6870,4
45,1953,3.5
38,5502,4
11,3717,2
37,6890,4
45,2067,2.5
38,5522,4.5
11,3723,3
37,6893,4
45,2076,4
38,5630,4.5
11,3729,3
37,6953,3.5
45,2160,3.5
38,5638,3.5
11,3740,3
37,6954,4
45,2176,4
38,5640,3
11,3744,2
37,6979,3
45,2183,4
38,5679,4
11,3745,2
37,6987,3
45,2186,3
38,5691,3
11,3751,3
37,7076,4
45,2324,4
38,5696,2
11,3753,1
37,7116,4
45,2329,3
38,5779,0.5
11,3754,1
37,7153,4
45,2571,2
38,5784,4
11,3763,3
37,7160,4
45,2692,3
38,5816,3.5
11,3780,2
37,7162,2.5
45,2731,3
38,5883,3
11,3793,3
37,7360,3
45,2819,3.5
38,5891,3
11,3798,2
37,7361,4
45,2858,2.5
38,5918,3
11,3826,1
37,7371,3
45,2931,4
38,5919,3.5
11,3827,2
37,7458,2
45,2959,4
38,5944,2.5
11,3833,1
37,7650,1.5
45,2973,3
38,5981,2.5
11,3852,2
37,7762,4
45,3083,4
38,5998,3.5
11,3882,3
37,7827,3
45,3307,4
38,6058,4
11,3897,3
37,7981,4
45,3362,4
38,6078,3.5
11,3931,1
37,7982,3
45,3435,3
38,6104,3.5
11,3948,3
37,7991,2
45,3462,4
38,6148,4
11,3971,2
37,8019,5
45,3499,3.5
38,6157,4
11,3972,2
37,8093,3
45,3504,3
38,6158,1
11,3973,2
37,8134,2.5
45,3545,3
38,6166,1.5
11,3977,3
37,8157,2.5
45,3683,3
38,6239,3
11,3994,4
37,8368,3
45,3735,4
38,6250,0.5
11,3996,4
37,8371,3
45,3788,2.5
38,6266,3.5
11,3997,3
37,8496,4
45,4148,2
38,6308,3.5
11,4002,2
37,8604,4
45,4235,4
38,6323,3.5
11,4007,2
37,8633,2
45,4239,2
38,6333,4.5
11,4009,2
37,8676,1.5
45,4246,2
38,6379,4.5
11,4016,3
37,8874,3
45,4262,3
38,6535,3
11,4020,3
37,8948,3
45,4306,3
38,6537,3.5
11,4022,3
37,8970,4
45,4308,2.5
38,6539,5
11,4023,2
35,1,4
45,4344,1
38,6602,4
11,4027,3
35,29,5
45,4720,3.5
38,6615,4
11,4036,2
35,32,4
45,4776,2
38,6658,3.5
11,4062,2
35,50,5
45,4848,3.5
38,6659,5
11,4066,3
35,107,4
45,4901,2
38,6662,4
11,4117,4
35,110,3.5
45,4979,3
38,6695,4
11,4131,3
35,153,3.5
45,4993,4
38,6725,3.5
11,4132,1
35,260,4
45,5013,3
38,6731,4
11,4133,1
35,296,5
45,5218,3
38,6743,3
11,4148,3
35,318,5
45,5225,2.5
38,6754,2.5
11,4183,3
35,356,4.5
45,5299,2
38,6774,3.5
11,4212,2
35,364,4
45,5319,3
38,6808,3.5
11,4214,2
35,480,3.5
45,5630,2.5
38,6872,3.5
11,4232,3
35,500,5
45,5669,2.5
38,6874,5
11,4246,3
35,527,4
45,5945,2
38,6910,4
11,4270,2
35,541,3.5
45,5952,4
38,6966,3.5
11,4306,3
35,588,4.5
45,5991,2.5
38,6979,3.5
11,4329,4
35,593,4.5
45,5995,3
38,6996,0.5
11,4352,2
35,595,3.5
45,6378,2.5
38,7000,4.5
11,4366,2
35,750,5
45,6440,4
38,7001,4
11,4367,1
35,780,3
45,6502,3
38,7006,4
11,4370,2
35,858,4.5
45,6787,4
38,7018,4
11,4392,2
35,898,4.5
45,6807,4
38,7019,2.5
11,4416,3
35,904,4
45,6870,3
38,7029,3
11,4446,2
35,955,5
45,7116,3
38,7036,3
11,4603,2
35,1037,3
45,7143,2
38,7046,0.5
11,4607,3
35,1073,4
45,7147,3
38,7060,3
11,4610,1
35,1077,3.5
45,7153,4
38,7117,4.5
11,4621,1
35,1097,3
45,7234,3
38,7153,5
11,4623,2
35,1148,5
45,7323,3
38,7163,4.5
11,4628,3
35,1175,4.5
45,7371,3
38,7208,3.5
11,4633,2
35,1193,4.5
45,7502,3
38,7280,0.5
11,4634,2
35,1196,4.5
45,8228,3.5
38,7325,3.5
11,4636,3
35,1197,5
45,8368,3
38,7354,4.5
11,4638,2
35,1198,4.5
45,8638,3
38,7360,4
11,4641,3
35,1210,4
45,8656,4
38,7361,5
11,4643,2
35,1220,3.5
45,8665,3
38,7387,4.5
11,4659,2
35,1230,4
45,8798,2.5
38,7389,4
11,4661,2
35,1235,4
45,8874,2.5
38,7449,1
11,4666,1
35,1247,4.5
45,8949,2.5
38,7454,4
11,4674,2
35,1249,3
45,8950,3
38,7482,4
11,4681,3
35,1256,4
45,8970,2.5
38,7569,4
11,4692,2
35,1262,5
45,8984,2.5
38,7636,4
11,4696,2
35,1265,4
45,26587,4.5
38,7649,4
11,4700,3
35,1269,4.5
45,27803,3
38,7701,1.5
11,4704,3
35,1270,3
45,27815,3
38,7764,0.5
11,4720,3
35,1307,4
45,30707,3
38,7810,3.5
11,4734,3
35,1394,3.5
45,30749,2.5
38,7811,3.5
11,4881,3
35,1449,3.5
45,30812,3
38,7812,4.5
11,4886,3
35,1500,3.5
45,32587,3
38,7845,4.5
11,4896,3
35,1580,4
45,33166,2
38,7846,4
11,4979,3
35,1617,3.5
45,46578,2.5
38,7951,3.5
11,4990,3
35,1721,4
45,48774,3
38,7980,3.5
11,4993,4
35,1732,5
45,48780,3
38,7991,4
11,4995,3
35,1968,4
45,57669,3
38,8169,2
11,5009,2
35,2028,5
45,59369,2
38,8206,3.5
11,5013,4
35,2067,4
45,59615,1.5
38,8207,3
11,5060,3
35,2080,4
45,60950,3
38,8225,4
11,5218,2
35,2140,4
45,61323,3
38,8361,4
11,5282,2
35,2174,3.5
45,63113,2
38,8368,3.5
11,5349,4
35,2302,4
45,63876,2.5
38,8371,4
11,5377,3
35,2396,4
45,68157,3
38,8446,2.5
11,5378,2
35,2571,4
45,68954,2.5
38,8501,4
11,5390,3
35,2628,0.5
45,74324,3
38,8521,3
11,5418,2
35,2686,3.5
45,74458,3.5
38,8528,4
11,5445,3
35,2706,3.5
45,78499,3
38,8633,4
11,5459,2
35,2716,5
45,79091,3
38,8636,4.5
11,5481,1
35,2762,3.5
45,79293,1
38,8640,4
11,5504,3
35,2858,5
45,80864,3
38,8644,4.5
11,5630,2
35,2918,3
45,82202,1.5
38,8783,5
11,5816,3
35,2949,4
45,84392,2.5
38,8830,2.5
11,5944,2
35,2959,5
45,85020,1
38,8839,3.5
11,5952,4
35,2997,4
45,91890,2
38,8874,4.5
11,6157,2
35,3033,4
45,92259,2.5
38,8894,2.5
11,6333,3
35,3052,4
45,92535,3.5
38,8929,0.5
9,17,3
35,3114,5
45,93272,1.5
38,8947,4
9,32,2
35,3148,4.5
45,94466,4.5
38,25856,3.5
9,34,5
35,3253,4
45,95105,2.5
38,26285,4.5
9,36,4
35,3504,5
45,96079,2
38,26398,4.5
9,39,2
35,3624,3
45,97304,2.5
38,26603,3
9,43,3
35,3677,4.5
45,102194,2.5
38,26819,3.5
9,50,5
35,3751,5
45,103141,2
38,30894,4
9,110,5
35,3793,3
45,103335,3
38,31696,4
9,150,4
35,3911,4.5
45,104879,3
38,32076,3
9,223,3
35,3996,5
45,106100,2
38,32078,3.5
9,235,4
35,4226,3.5
45,106696,3
38,32587,5
9,247,3
35,4306,3.5
45,106782,3.5
38,33085,4
9,253,4
35,4361,3.5
45,108583,4
38,33493,1.5
9,265,3
35,4886,3.5
45,112552,2
38,33794,5
9,300,3
35,4963,3.5
14,2,4
38,34150,4
9,318,5
35,4995,3.5
14,11,4
38,34405,4
9,407,4
35,5225,4.5
14,19,3
38,40815,4
9,428,3
35,5299,4.5
14,21,4
26,6,4
9,434,3
35,5349,3.5
14,32,4
26,17,5
9,481,4
35,5378,2
14,47,3
26,25,4
9,482,4
35,5418,4
14,50,3
26,32,4
9,527,4
35,5952,5
14,141,5
26,36,4
9,555,4
35,5989,4.5
14,150,5
26,39,2
9,562,4
35,6365,2.5
14,153,3
26,70,4
9,593,5
35,6377,4
14,196,3
26,79,2
9,608,4
35,6415,5
14,204,2
26,81,3
9,671,1
35,6539,3
14,236,3
26,104,4
9,780,3
35,6708,4
14,252,4
26,110,4
9,785,3
35,6711,3.5
14,292,3
26,111,4
9,898,5
35,6874,5
14,296,4
26,156,4
9,902,3
35,7361,2.5
14,300,5
26,165,3
9,903,4
35,7438,5
14,316,5
26,224,3
9,904,5
35,8376,4
14,329,3
26,260,4
9,908,5
35,8622,3
14,339,4
26,280,4
9,915,5
35,8636,2.5
14,344,3
26,292,3
9,923,4
35,8874,5
14,349,5
26,296,5
9,930,5
35,8961,4
14,356,3
26,300,3
9,932,5
35,31584,3
14,357,5
26,306,4
9,948,3
35,31878,3
14,364,4
26,318,5
9,949,4
35,32587,4
14,367,4
26,368,3
9,951,5
35,33493,2
14,377,4
26,377,4
9,956,4
35,33794,2.5
14,380,4
26,380,4
9,1010,5
35,35836,4
14,432,3
26,442,3
9,1013,4
35,37729,3.5
14,457,5
26,457,4
9,1041,4
35,44191,5
14,480,4
26,475,4
9,1090,5
35,44555,5
14,500,4
26,480,3
9,1093,4
35,45722,2.5
14,539,5
26,485,3
9,1103,3
35,46578,4
14,588,4
26,507,3
9,1104,5
35,48385,4
14,589,4
26,555,4
9,1179,4
35,48516,3
14,592,4
26,589,4
9,1201,4
35,49272,2
14,593,5
26,590,3
9,1203,4
35,54272,4
14,595,4
26,593,5
9,1213,5
35,55241,0.5
31,1,4
26,608,5
9,1215,3
35,55247,4.5
31,2,3.5
26,628,4
9,1219,4
12,44,3
31,32,4
26,648,4
9,1265,4
12,95,3
31,47,4
26,778,5
9,1269,5
12,135,5
31,50,4
26,780,2
9,1304,5
12,153,4
31,62,3.5
26,852,1
9,1334,4
12,189,3
31,110,3
26,899,4
9,1387,4
12,191,3
31,112,4
26,924,4
9,1513,2
12,230,3
31,164,3.5
26,1041,4
9,1580,3
12,253,4
31,172,4
26,1047,3
9,1587,3
12,277,4
31,198,4
26,1061,3
9,1617,3
12,292,5
31,208,3.5
26,1086,4
9,1639,2
12,296,4
31,223,4.5
26,1094,4
9,1641,4
12,316,3
31,249,3.5
26,1120,4
9,1673,4
12,317,3
31,253,4
26,1200,4
9,1885,3
12,327,2
31,260,4.5
26,1201,4
9,1911,3
12,329,3
31,293,4.5
26,1210,3
9,1963,4
12,344,2
31,296,4
26,1214,4
9,2160,5
12,345,1
31,316,3.5
26,1215,4
9,2176,5
12,355,1
31,318,4.5
26,1238,4
9,2188,3
12,356,3
31,329,4
26,1320,4
9,2321,2
12,357,3
31,338,3
26,1354,5
9,2336,4
12,368,3
31,353,5
26,1357,4
9,2340,2
12,377,5
31,356,4
26,1370,3
9,2355,3
12,405,2
31,364,3
26,1391,2
9,2395,4
12,434,3
31,377,4
26,1393,3
9,2413,2
12,435,3
31,434,2.5
26,1425,4
9,2490,3
12,454,3
31,454,3
26,1466,3
9,2502,3
12,466,2
31,480,4
26,1482,3
9,2541,3
12,475,3
31,491,3.5
26,1483,2
9,2546,2
12,480,5
31,502,3.5
26,1488,3
9,2550,4
12,500,3
31,514,3
26,1527,5
9,2572,4
12,533,4
31,527,5
26,1541,3
9,2581,3
12,550,3
31,541,4.5
26,1552,1
9,2598,3
12,551,3
31,587,3.5
26,1573,4
9,2599,4
12,587,4
31,589,4
26,1580,3
9,2605,3
12,589,5
31,592,4
26,1584,4
9,2676,1
12,592,4
31,593,3.5
26,1603,1
9,2683,2
12,594,3
31,671,4
26,1610,4
9,2686,5
12,597,1
31,704,3
26,1617,4
9,2694,2
12,610,5
31,741,3.5
26,1625,4
9,2699,3
12,613,3
31,780,3.5
26,1641,4
9,2702,3
12,616,3
31,799,3.5
26,1644,2
9,2706,5
12,736,2
31,839,2
26,1645,4
9,2707,4
12,748,3
31,858,5
26,1676,4
9,2710,4
12,761,5
31,903,3
26,1680,3
9,2712,2
12,780,5
31,904,4.5
26,1690,3
9,2718,4
12,921,3
31,908,4
26,1704,3
9,2719,3
12,1061,3
31,909,5
26,1721,4
9,2723,4
12,1073,4
31,910,4
26,1722,4
9,2724,1
12,1356,5
31,912,5
26,1729,2
9,2729,5
50,10,4
31,913,5
26,1732,4
9,2734,2
50,19,2
31,919,4
26,1772,3
9,2759,3
50,36,3
31,922,4
26,1779,2
9,2762,4
50,39,3
31,923,2
26,1831,2
9,2763,2
50,44,2
31,924,2
26,1873,4
9,2770,3
50,150,4
31,953,4.5
26,1876,1
9,2771,2
50,153,3
31,969,4.5
26,1894,2
9,2772,3
50,160,4
31,1028,4
26,1912,4
9,2805,2
50,161,5
31,1036,4
26,1917,4
9,2826,4
50,170,3
31,1089,4
26,1923,4
9,2827,3
50,173,3
31,1090,4
26,2006,4
9,2840,3
50,193,4
31,1101,4
26,2026,1
9,2858,3
50,203,4
31,1136,4
26,2028,3
9,2861,3
50,204,4
31,1193,4
26,2268,4
9,2870,4
50,208,3
31,1196,4.5
26,2278,3
9,2881,3
50,218,4
31,1197,5
26,2324,5
9,2906,2
50,225,4
31,1198,4
26,2335,3
9,2947,4
50,231,2
31,1199,3
26,2394,4
9,2949,4
50,234,4
31,1200,4.5
26,2396,4
9,2961,3
50,253,3
31,1201,4
26,2427,4
9,2993,4
50,273,3
31,1203,5
26,2571,4
9,2995,2
50,277,4
31,1204,4.5
26,2617,4
9,2997,5
50,296,3
31,1207,4.5
5,1,4
9,3005,3
50,303,4
31,1210,5
5,5,3
9,3016,5
50,305,3
31,1212,4
5,6,4
9,3074,5
50,316,4
31,1213,3
5,11,4
9,3079,2
50,327,2
31,1214,4
5,14,4
9,3081,3
50,329,4
31,1215,4
5,16,5
9,3113,3
50,344,1
31,1217,3.5
5,21,5
9,3146,4
50,355,2
31,1218,4
5,32,5
9,3168,5
50,356,5
31,1219,3.5
5,39,4
9,3203,3
50,357,5
31,1220,4.5
5,45,4
9,3219,4
50,364,4
31,1221,4.5
5,47,5
9,3238,3
50,368,4
31,1233,4.5
5,50,5
9,3263,2
50,377,4
31,1234,4.5
5,52,5
9,3296,3
50,380,4
31,1246,5
5,89,3
9,3501,3
50,420,4
31,1247,4
5,105,5
9,3565,3
50,434,3
31,1250,4.5
5,110,4
9,3578,5
50,435,3
31,1252,4.5
5,111,5
9,3623,4
50,442,4
31,1254,4
5,141,5
9,3633,4
50,466,3
31,1256,3.5
5,150,4
9,3635,4
50,500,4
31,1262,4
5,151,4
9,3638,4
50,520,3
31,1274,3.5
5,161,4
9,3752,4
50,585,3
31,1276,5
5,162,5
9,3769,5
50,588,3
31,1284,4.5
5,171,5
9,3809,4
50,589,4
31,1291,4.5
5,175,4
9,3835,4
50,590,4
31,1304,4.5
5,180,4
9,3844,4
50,592,3
31,1321,3
5,194,5
9,3846,4
50,595,3
31,1345,4
5,223,5
9,3869,4
50,597,4
31,1500,5
5,225,3
9,4148,5
27,13,4
31,1527,4
5,231,2
49,32,3.5
27,16,4
31,1580,4
5,235,4
49,47,4.5
27,19,3
31,1610,4
5,253,5
49,50,5
27,26,4
31,1635,3
5,260,3
49,62,3
27,34,4
31,1653,5
5,265,4
49,141,4
27,48,4
31,1682,3.5
5,272,4
49,161,3.5
27,105,4
31,1748,4.5
5,282,4
49,185,3.5
27,110,5
31,1918,4
5,296,5
49,231,2
27,150,4
31,1921,3.5
5,299,3
49,253,3.5
27,153,3
31,1923,3
5,300,5
49,260,1
27,158,3
31,1945,4
5,318,5
49,292,3.5
27,161,3
31,1954,4.5
5,321,5
49,293,4
27,262,4
31,1967,4
5,322,4
49,296,4
27,277,3
31,1968,4.5
5,337,4
49,318,5
27,292,3
31,1974,3.5
5,345,5
49,356,4
27,317,4
31,1975,3.5
5,349,4
49,357,4
27,329,4
31,1976,3
5,353,4
49,377,4
27,344,2
31,1977,3
5,356,2
49,434,3.5
27,355,3
31,1978,3
5,363,5
49,454,3.5
27,356,4
31,1979,3.5
5,364,3
49,457,3
27,364,5
31,1980,3
5,367,4
49,480,2.5
27,370,3
31,1981,3
5,373,5
49,500,3.5
27,410,3
31,1997,4
5,377,4
49,508,4
27,421,4
31,2005,4
5,380,3
49,509,4.5
27,455,5
31,2019,5
5,428,4
49,539,4
27,466,3
31,2021,4.5
5,431,4
49,541,3.5
27,480,4
31,2028,4.5
5,441,4
49,586,3.5
27,491,3
31,2140,4
5,446,4
49,593,4
27,500,5
31,2143,4.5
5,457,3
49,597,3.5
27,527,5
31,2144,3.5
5,471,5
49,648,3.5
27,539,3
31,2193,4.5
5,477,5
49,733,4
27,551,3
31,2194,4
5,480,4
49,741,4.5
27,553,4
31,2291,4
5,486,2
49,750,4
27,575,4
31,2294,3
5,488,5
49,780,2.5
27,585,3
31,2324,4.5
5,491,4
49,858,4
27,586,3
31,2329,4
5,508,5
49,903,4
27,587,5
31,2359,3.5
5,509,5
49,904,3
27,588,4
31,2420,4
5,515,4
49,908,3.5
27,590,5
31,2421,3.5
5,527,5
49,1079,4
27,592,3
31,2541,4
5,532,4
49,1089,4
27,594,5
31,2571,4
5,538,5
49,1101,4
27,595,4
31,2625,3
5,539,3
49,1127,3.5
27,596,4
31,2628,4
5,541,5
49,1136,3.5
27,597,3
31,2640,4.5
5,551,4
49,1193,2.5
27,631,3
31,2688,2.5
5,553,3
49,1196,1
27,688,3
31,2692,4
5,581,5
49,1198,4
4,32,4.5
31,2716,5
5,585,3
49,1221,4
4,163,3
31,2717,4
5,588,4
49,1222,2
4,172,3
31,2762,4
5,589,4
49,1233,4
4,315,3
31,2810,2.5
5,590,4
49,1258,4
4,318,5
31,2858,4
5,592,4
49,1259,3.5
4,370,3
31,2890,4
5,593,5
49,1265,2
4,435,2
31,2912,4
5,594,5
49,1267,3.5
4,555,4
31,2918,4.5
5,595,3
49,1291,3.5
4,805,4
31,2952,4
5,596,3
49,1393,3
4,1242,5
31,2959,3.5
5,597,3
49,1552,3
4,1252,5
31,2997,3.5
5,599,3
49,1610,5
4,1278,3.5
31,3000,4
5,608,5
49,1617,5
4,1302,5
31,3006,4
5,610,4
49,1625,4
4,1500,3.5
31,3022,4.5
5,628,4
49,1653,5
4,1639,4
31,3030,4
5,648,4
49,1704,4
4,2353,4
31,3060,4
5,663,4
49,1711,3.5
4,2572,3.5
31,3081,3.5
5,671,4
49,1721,2.5
4,2699,4
31,3105,4
5,708,4
49,1748,3
4,2890,4.5
31,3114,4
5,722,5
49,1784,4
4,3101,4
31,3175,4
5,733,3
49,1961,4
4,3112,4
31,3210,3.5
5,750,5
49,2023,4
4,8169,3
31,3265,4
5,766,5
49,2278,4
4,8636,3
31,3317,3.5
5,778,5
49,2288,3.5
4,69757,3.5
31,3365,4
5,832,4
49,2353,3.5
44,16,5
31,3435,4.5
5,851,5
49,2571,4.5
44,19,2
31,3563,3
5,858,5
49,2686,3.5
44,22,4
31,3578,4
5,897,3
49,2692,3
44,23,4
31,3593,0.5
5,898,4
49,2858,4
44,31,3
31,3624,3
5,899,3
49,2881,4
44,34,3
31,3683,4
5,900,3
49,2890,4
44,44,3
31,3698,2.5
5,902,4
49,2997,3
44,145,3
31,3785,3.5
5,903,5
49,3176,4
44,150,3
31,3793,3
5,904,5
49,3418,3.5
44,223,4
31,3897,5
5,905,3
49,3555,4
44,333,2
31,3949,3
5,908,5
49,3793,4
44,344,3
31,3972,4.5
5,909,3
49,3863,2.5
44,413,2
31,3994,4
5,910,5
49,3996,2.5
44,588,4
31,3996,4.5
5,911,4
49,4226,4
44,628,3
31,4027,4.5
5,912,4
49,4306,3.5
44,805,3
31,4103,3.5
5,913,4
49,4720,4
44,999,3
31,4226,4
5,914,3
49,4878,4
44,1059,3
31,4275,3.5
5,915,4
49,4886,5
44,1127,4
31,4306,4
5,916,3
49,4963,4
44,1200,4
31,4327,4.5
5,918,2
49,4973,3.5
44,1203,3
31,4343,3
5,919,5
49,4993,3.5
44,1208,5
31,4387,3.5
5,920,5
49,4995,3.5
44,1214,3
31,4406,4.5
5,921,4
49,5013,4
44,1215,3
31,4446,3.5
5,922,5
49,5349,3
44,1320,3
31,4701,3.5
5,923,5
49,5445,5
44,1466,5
31,4874,4
5,924,5
49,5502,1.5
44,1503,2
31,4878,3.5
5,926,3
49,5679,3.5
44,1517,3
31,4886,3.5
5,927,4
49,5782,4
44,1597,3
31,4887,3.5
5,928,5
49,5952,4
44,1608,3
31,4896,4
5,930,4
49,6016,3.5
44,1609,3
31,4974,4
5,931,4
49,6323,4
44,1625,5
31,4993,4.5
5,933,4
49,6333,3.5
44,1653,3
31,5026,4
5,934,4
49,6377,3.5
44,1747,3
31,5064,4
5,938,4
49,6502,3.5
44,1784,4
31,5072,3.5
5,940,3
49,6539,3
44,1887,2
31,5235,4
5,941,3
49,6867,4
44,1909,3
31,5291,4.5
5,942,4
49,6874,4
44,1917,3
31,5349,4.5
5,943,4
49,7153,4.5
44,2085,4
31,5378,4
5,944,3
49,7254,4
44,2278,4
31,5445,4.5
5,945,4
49,7361,4
44,2320,4
31,5618,4.5
5,946,3
49,7438,4
44,2329,5
31,5782,4.5
5,947,4
49,8360,4
44,2395,2
31,5816,3.5
5,948,5
49,8530,4
44,2439,3
31,5903,3.5
5,949,5
49,8636,2.5
44,2445,2
31,5952,4
5,950,3
49,8644,3
44,2505,3
31,5954,4
5,951,4
49,8665,4
44,2572,3
31,5995,4.5
5,952,4
49,8879,4
44,2683,3
31,6196,3.5
5,953,2
49,8910,2.5
44,2706,4
31,6283,4
5,954,3
49,8950,3.5
44,2707,4
31,6333,3
5,955,3
49,8957,2
44,2763,3
31,6339,4
5,965,3
49,8961,4.5
44,2826,3
31,6350,3.5
5,968,3
49,8981,4.5
44,2858,5
31,6377,3.5
5,969,5
49,27706,4
44,2890,3
31,6537,3.5
5,971,4
49,27904,3.5
44,3101,2
31,6539,4.5
5,982,3
49,30707,4
44,3107,5
31,6554,4
5,1012,3
49,32587,4
44,3160,4
31,6618,4
5,1018,3
49,33794,5
44,3173,3
31,6662,4
5,1019,5
49,34405,5
44,3250,3
31,6711,3.5
5,1022,3
49,39183,4.5
44,3272,2
31,6721,4
5,1029,4
49,40732,4
44,3535,5
31,6722,4
5,1034,4
49,42718,2.5
44,3706,4
31,6723,4
5,1035,2
49,44191,4
44,3755,3
31,6787,3.5
5,1036,3
49,44555,4.5
44,3879,3
31,6820,4.5
5,1044,4
49,44665,4
44,3897,3
31,6857,3
5,1046,5
49,45106,3.5
44,4052,3
31,6863,4
5,1059,4
49,45186,2.5
44,4159,3
31,6874,3.5
5,1060,4
49,45361,2
44,4167,3
31,6934,3.5
5,1073,3
49,45499,2.5
44,4238,3
31,7022,3.5
5,1076,5
49,45501,3
44,4305,3
31,7090,4.5
5,1077,4
49,45720,3.5
44,4306,4
31,7099,4
5,1078,3
49,45728,3
44,4340,2
31,7143,3.5
5,1079,5
49,46530,3.5
44,4466,2
31,7147,4.5
5,1080,4
49,46578,4
44,4718,2
31,7153,4
5,1081,4
49,46723,3.5
44,4748,2
31,7438,3.5
5,1082,3
49,48516,4
44,4848,4
31,7482,4
5,1083,4
49,48738,3.5
44,4969,3
31,7649,4
5,1084,4
49,48780,4
44,4973,5
31,7925,4
5,1086,4
49,49272,4
44,5076,3
31,8360,4
5,1089,5
49,54286,4.5
44,5225,2
31,8376,3
5,1090,3
49,55118,4.5
44,5377,4
31,8636,4.5
5,1093,5
49,55820,4
44,5481,4
31,8644,4.5
5,1094,4
49,56367,4
44,5669,3
31,8914,4
5,1095,4
49,56782,3
44,5677,3
31,8961,4.5
5,1096,4
49,58303,3.5
44,5788,4
31,8983,2.5
5,1097,3
49,58351,4.5
44,5810,3
31,25893,4
5,1099,3
49,58559,4.5
44,5900,3
31,26819,3.5
5,1101,2
28,47,5
44,5945,3
31,27706,3.5
5,1103,5
