"sn","price","lotsize","bedrooms","bathrms","stories","driveway","recroom","fullbase","gashw","airco","garagepl","prefarea","homestyle"
536,82000,5800,3,2,4,"yes","no","no","no","yes",0,"no","eclectic"
4,60500,6650,3,1,2,"yes","yes","no","no","no",0,"no","eclectic"
271,60000,3640,3,2,2,"yes","no","yes","no","no",0,"no","eclectic"
290,34000,3264,2,1,1,"yes","no","no","no","no",0,"no","classic"
189,50000,7424,3,1,1,"no","no","no","no","no",0,"no","classic"
187,44700,5495,3,1,1,"yes","no","yes","no","no",0,"no","classic"
250,45000,3450,3,1,2,"yes","no","yes","no","no",0,"no","classic"
473,50000,9500,3,1,2,"yes","no","no","no","no",3,"yes","classic"
229,68000,6321,3,1,2,"yes","no","yes","no","yes",1,"no","eclectic"
452,69000,4815,2,1,1,"yes","no","no","no","yes",0,"yes","eclectic"
46,44000,2160,3,1,2,"no","no","yes","no","no",0,"no","classic"
126,95000,4260,4,2,2,"yes","no","no","yes","no",0,"no","eclectic"
494,54000,8400,2,1,1,"yes","no","no","no","no",1,"no","eclectic"
44,92000,8580,5,3,2,"yes","no","no","no","no",2,"no","eclectic"
515,58900,6060,2,1,1,"yes","no","yes","no","no",1,"no","eclectic"
166,62000,4075,3,1,1,"yes","yes","yes","no","no",2,"no","eclectic"
351,64500,9860,3,1,1,"yes","no","no","no","no",0,"no","eclectic"
105,58000,4992,3,2,2,"yes","no","no","no","no",2,"no","eclectic"
311,57500,5400,3,1,1,"yes","no","no","no","no",3,"no","eclectic"
431,64500,3520,2,1,2,"yes","no","no","no","no",0,"yes","eclectic"
208,69500,4350,2,1,1,"yes","no","yes","no","no",0,"no","eclectic"
370,79000,6100,3,2,1,"yes","no","yes","no","no",2,"yes","eclectic"
372,85000,6420,3,1,1,"yes","no","yes","no","yes",0,"yes","eclectic"
288,62000,6450,4,1,2,"yes","no","no","no","no",0,"no","eclectic"
269,54000,3600,2,1,1,"yes","no","no","no","no",0,"no","eclectic"
492,53000,6020,3,1,1,"yes","no","no","no","no",0,"no","eclectic"
86,57000,6480,3,1,2,"no","no","no","no","yes",1,"no","eclectic"
145,57250,4500,3,1,2,"no","no","yes","no","yes",0,"no","eclectic"
65,56000,5500,4,1,2,"yes","yes","yes","no","no",0,"no","eclectic"
410,89900,6600,3,2,3,"yes","no","no","no","yes",0,"yes","eclectic"
412,95000,6500,3,2,3,"yes","no","no","no","yes",0,"yes","eclectic"
206,60000,4000,4,2,2,"no","no","no","no","no",0,"no","eclectic"
534,71000,7686,3,1,1,"yes","yes","yes","yes","no",0,"no","eclectic"
42,70000,4520,3,1,2,"yes","no","yes","no","yes",0,"no","eclectic"
309,70000,5800,2,1,1,"yes","yes","yes","no","yes",0,"no","eclectic"
2,38500,4000,2,1,1,"yes","no","no","no","no",0,"no","classic"
391,86900,9620,3,1,1,"yes","no","yes","no","no",2,"yes","eclectic"
307,67000,9667,4,2,2,"yes","yes","yes","no","no",1,"no","eclectic"
227,56000,3816,2,1,1,"yes","no","yes","no","yes",2,"no","eclectic"
471,60000,2145,3,1,3,"yes","no","no","no","no",1,"yes","eclectic"
248,42000,6615,3,1,2,"yes","no","no","no","no",0,"no","classic"
164,50000,2135,3,2,2,"no","no","no","no","no",0,"no","classic"
23,37900,4000,3,1,2,"yes","no","no","no","yes",0,"no","classic"
185,28000,3420,5,1,2,"no","no","no","no","no",0,"no","classic"
513,62600,4950,4,1,2,"yes","no","no","no","yes",0,"no","eclectic"
490,50000,5880,2,1,1,"yes","no","no","no","no",0,"no","classic"
84,43000,3240,3,1,2,"yes","no","no","no","no",2,"no","classic"
450,67000,5400,2,1,2,"yes","no","no","no","no",0,"yes","eclectic"
63,52000,4280,2,1,1,"yes","no","no","no","yes",2,"no","eclectic"
82,35000,3240,2,1,1,"no","yes","no","no","no",1,"no","classic"
349,60000,4079,3,1,3,"yes","no","no","no","no",0,"no","eclectic"
511,70000,4646,3,1,2,"yes","yes","yes","no","no",2,"no","eclectic"
246,37200,2910,2,1,1,"no","no","no","no","no",0,"no","classic"
347,52000,4130,3,2,2,"yes","no","no","no","no",2,"no","eclectic"
267,52500,5640,2,1,1,"no","no","no","no","no",0,"no","eclectic"
225,87250,3240,4,1,3,"yes","no","no","no","no",1,"no","eclectic"
204,55500,3180,4,2,2,"yes","no","no","no","no",0,"no","eclectic"
124,59500,4840,3,1,2,"yes","no","no","no","no",1,"no","eclectic"
286,65000,2550,3,1,2,"yes","no","yes","no","no",0,"no","eclectic"
389,85000,6540,3,1,1,"yes","yes","yes","no","no",2,"yes","eclectic"
143,51000,4500,4,2,2,"yes","no","yes","no","no",2,"no","eclectic"
429,53500,3480,2,1,1,"yes","no","no","no","no",0,"yes","eclectic"
21,48500,4785,3,1,2,"yes","yes","yes","no","yes",1,"no","classic"
