id,name,shape
TX,Texas,"POLYGON((573.98015 536.93549,569.32113 519.36707,569.32113 522.66722,573.98015 536.93549),(572.91246 506.06942,569.61231 512.28146,569.22406 514.31979,572.91246 506.06942),(575.53316 501.50746,578.63918 497.43080,576.40673 498.78969,575.53316 501.50746),(586.50130 491.60702,579.22156 495.39248,581.25989 495.00423,586.50130 491.60702),(587.47193 490.24813,589.51025 488.59806,588.73375 488.79219,587.47193 490.24813),(472.35507 327.37622,471.67563 327.27912,468.37548 418.32432,449.15698 417.45075,418.38797 415.70362,406.06096 414.83005,408.48754 419.58614,408.58464 419.68324,419.06746 430.16605,425.08537 437.25166,433.04454 443.17251,438.67421 453.46120,440.80959 464.23521,445.37156 467.24416,448.96290 471.22375,454.10724 473.06795,461.58110 477.82404,464.97831 479.08587,469.63734 474.42684,471.09329 469.47662,473.51987 464.72052,481.09079 461.71157,484.00268 463.16751,492.44717 463.84696,500.11516 468.60305,505.35657 469.57368,503.90062 472.29145,506.90958 474.23271,509.72441 477.62992,510.30679 481.22125,512.15099 483.64783,516.42176 493.93652,520.69254 497.52786,523.99269 502.96339,528.16640 507.23417,530.01060 507.81655,531.56361 518.88174,536.12558 521.40539,536.31970 524.89966,537.48446 524.60847,545.44364 534.31478,549.42323 535.18835,554.47051 538.19731,562.23556 538.19731,567.86522 541.30332,574.56257 539.84738,571.55362 537.03255,568.83585 528.87925,567.76816 521.79364,566.21515 519.46412,566.89459 514.70803,564.85626 514.51390,562.13849 510.04900,565.24451 513.34915,568.83585 512.08733,570.77711 506.94298,566.89459 501.70157,572.71837 502.38101,575.43614 498.20730,575.04789 496.75135,577.47447 493.54827,576.89209 496.36310,579.60986 494.22771,578.54216 490.44225,582.03643 492.28645,586.50134 489.76281,582.13350 485.20084,584.85126 486.26854,589.89855 486.55973,596.49884 485.10378,603.87564 480.15356,608.34054 476.46516,609.01998 473.74739,611.73775 470.93256,610.28180 466.27353,610.57299 463.36164,615.42615 461.22625,615.03789 466.37060,617.94979 466.37060,614.74671 469.08836,627.65610 462.29395,629.79149 462.19685,631.15037 455.98481,631.53863 455.98481,632.99457 452.39348,633.67401 441.32828,634.54758 436.86338,632.02394 428.90420,628.91792 423.46867,628.82082 420.84796,625.61773 416.38306,623.67647 397.64988,623.57937 395.32036,623.38524 392.89378,622.80286 384.35223,616.97908 384.54636,615.52313 382.99335,615.23194 382.89625,615.13484 382.89625,611.34938 382.21681,606.98154 379.40198,602.12838 377.36366,593.00445 379.98436,590.57787 379.40198,587.56891 380.56674,583.88051 383.57569,573.98007 378.91667,570.87406 383.18744,566.31209 381.53737,561.45893 378.43135,558.83823 380.66380,556.31459 380.76090,556.31459 378.91671,549.52017 375.71362,546.80240 376.97544,545.44352 375.42243,537.96966 374.64593,532.24293 369.40452,531.36937 371.15166,527.19565 370.95753,523.31313 367.26913,521.56599 361.44534,521.27480 328.24976,496.42664 327.95857,472.93737 327.37619,472.35499 327.37619,472.35507 327.37622))"
CT,Connecticut,"POLYGON((936.99622 143.34454,923.01913 148.68301,922.82501 148.19770,914.96290 150.52721,913.21576 151.01253,913.40989 151.98316,917.09828 166.25144,918.26304 167.70739,915.73940 170.81341,917.48654 172.46348,917.48654 172.46348,923.11620 167.02794,926.12515 162.85423,926.70753 164.01899,940.87875 157.70988,941.16994 157.41870,941.07284 155.08918,940.49047 153.05085,937.48151 144.60636,937.09326 143.53867,936.99616 143.34454,936.99622 143.34454))"
NH,New Hampshire,"POLYGON((923.8927 75.982738,922.63088 77.535748,921.17494 77.244558,920.39843 83.650724,920.39843 83.747784,922.72795 92.483465,922.53382 94.230601,918.36010 99.763199,919.42780 104.810480,919.42780 111.119590,918.65129 116.943370,923.01913 132.861730,923.01913 132.861730,923.01913 132.861730,926.99872 131.599910,939.22868 127.523250,944.76127 121.505340,944.76127 121.505340,944.76127 119.952330,945.05246 117.428690,944.37302 117.719880,944.27592 117.137500,938.16094 109.663640,937.96681 108.984200,923.89266 75.982735,923.89266 75.982735,923.8927 75.982738))"
RI,Rhode Island,"POLYGON((946.50841 152.08022,946.41131 150.04190,946.12012 150.81840,946.50837 152.08022,946.50841 152.08022),(948.44963 150.52721,947.18781 148.10064,947.09071 150.62428,948.44959 150.52718,948.44963 150.52721),(947.86721 147.51823,948.54665 149.26536,949.42022 150.81837,950.00260 149.65362,949.12903 148.00354,948.83784 146.83879,947.86721 146.83879,947.86721 147.51823),(937.09321 143.53864,937.48146 144.60633,940.49042 153.05082,941.07279 155.08915,941.16989 157.41867,941.36401 157.12748,946.02304 153.43908,945.14948 146.83879,947.09074 146.45053,947.09074 146.45053,942.81996 141.30619,938.35506 143.05332,937.09324 143.53864,937.09321 143.53864))"
VT,Vermont,"POLYGON((923.01913 132.86173,918.65129 116.94337,919.42780 111.11959,919.42780 104.81048,918.36010 99.763202,922.53382 94.230604,922.72795 92.483468,920.39843 83.747787,919.13661 84.233103,913.79814 86.174365,908.55673 88.212691,896.52090 92.580531,895.84146 92.774657,900.20930 102.966290,901.66525 112.575530,906.80959 120.631770,911.66275 136.550120,911.85688 136.453020,912.63338 136.161830,914.86583 135.482390,916.80709 134.802950,922.33969 133.152880,923.01913 132.861690,923.01913 132.861690,923.01913 132.86173))"
AL,Alabama,"POLYGON((718.31301 344.84758,718.70127 345.62409,720.06015 346.49765,720.64253 386.29353,720.83666 408.13273,725.78687 438.02818,726.17513 437.93108,730.54297 438.80465,731.70772 430.16603,733.64899 435.01919,736.94913 438.02815,743.25824 434.33975,742.57879 433.75737,742.77292 433.85447,738.40508 423.85697,780.33635 417.06255,783.15118 416.57724,783.15118 416.48014,780.53047 411.52992,780.33635 404.44432,778.20096 400.56179,779.26865 392.99087,781.01579 391.04961,773.83312 378.23727,760.82666 338.63552,760.72956 338.44139,757.81766 338.92671,742.28756 341.45035,734.52252 342.42098,718.21591 344.65343,718.31301 344.84756,718.31301 344.84758))"
FL,Florida,"POLYGON((854.6867 535.28542,854.49257 535.28542,854.58967 535.38252,854.68677 535.28542,854.6867 535.28542),(853.81320 535.18832,853.81320 535.28542,853.91030 535.28542,853.81320 535.18832),(854.00733 535.09122,854.00733 534.99412,854.00733 535.09122,854.00733 535.09122),(840.80674 536.54716,840.80674 536.54716,840.80674 536.64426,840.80674 536.54716),(840.61262 536.64426,840.61262 536.54716,840.61262 536.64426,840.61262 536.64426),(840.70972 536.54716,840.70972 536.54716,840.70972 536.54716,840.70972 536.54716),(839.73909 536.64426,839.64199 536.64426,839.64199 536.74136,839.73909 536.64426),(867.30501 530.52928,867.20791 530.52928,867.30501 530.72340,867.30501 530.52928),(869.92572 529.84984,869.92572 529.65571,869.73159 529.94690,869.92572 529.84980,869.92572 529.84984),(868.95509 529.65567,868.56683 529.26742,868.46973 529.36452,868.95505 529.65571,868.95509 529.65567),(868.66386 530.43222,867.49910 528.97627,868.17854 530.23809,868.66386 530.43222),(877.88485 524.70549,877.88485 525.09374,878.07898 524.89962,877.88485 524.70549),(879.24374 523.73486,879.53493 523.24954,879.14667 523.63780,879.24377 523.73490,879.24374 523.73486),(879.53496 522.76427,879.43786 522.76427,879.43786 522.86137,879.53496 522.76427),(877.78782 522.47308,877.69072 522.37598,877.78782 522.47308,877.78782 522.47308),(878.66139 521.01713,878.56429 520.92003,878.56429 521.11416,878.66139 521.01706,878.66139 521.01713),(876.04068 520.91996,875.94358 520.82286,876.04068 520.91996,876.04068 520.91996),(879.34083 518.68751,879.14670 518.78461,879.43789 518.88171,879.34079 518.68759,879.34083 518.68751),(879.72904 518.68759,879.53492 518.49346,879.63202 518.78465,879.72912 518.68755,879.72904 518.68759),(879.04968 518.49342,878.95258 518.39632,878.95258 518.59044,879.04968 518.49334,879.04968 518.49342),(882.64102 517.81390,882.64102 517.71680,882.44689 518.10505,882.64102 517.81386,882.64102 517.81390),(878.56437 518.20211,878.37024 518.20211,878.56437 518.29921,878.56437 518.20211),(880.60269 517.03735,880.31150 517.03735,880.21440 517.13445,880.60265 517.03735,880.60269 517.03735),(881.37916 516.55204,881.37916 516.55204,881.28206 516.55204,881.37916 516.55204),(873.22585 516.94029,873.22585 516.74617,873.12875 516.94029,873.22585 516.94029),(874.09942 516.64910,873.80823 516.64910,874.09942 517.23148,874.09942 516.64910),(871.76991 516.74620,871.76991 516.16382,871.28459 516.26092,871.76991 516.74624,871.76991 516.74620),(870.41102 515.77560,870.89634 516.26092,870.89634 516.06679,870.41102 515.77560),(884.67930 516.35798,882.93217 517.13449,883.51454 517.23159,884.67930 516.35802,884.67930 516.35798),(871.09047 515.48446,870.50809 515.48446,870.50809 515.67858,871.09047 515.48446),(886.42644 510.63130,886.52354 510.14598,886.62064 508.88416,886.42652 510.63130,886.42644 510.63130),(886.52362 505.19576,886.13537 504.22513,885.94124 504.61339,886.52362 505.19576),(864.10204 507.62234,863.90791 507.91353,864.39323 508.01063,864.10204 507.62238,864.10204 507.62234),(862.25784 506.74881,861.38427 507.04000,862.06372 507.13710,862.25784 506.74884,862.25784 506.74881),(860.31658 506.94297,860.31658 506.65178,860.21948 506.74888,860.31658 506.94301,860.31658 506.94297),(858.27825 506.84591,857.69587 507.23416,858.47238 507.62241,858.27825 506.84591),(860.99602 506.94301,860.89892 506.65182,860.41360 506.55472,860.99598 506.94297,860.99602 506.94301),(848.28071 497.43078,847.69833 497.72197,848.86309 498.11023,848.28071 497.43078),(845.95120 494.32476,845.17469 493.16001,845.46588 494.03358,845.95120 494.32476),(848.96015 496.26603,847.60127 493.16001,846.63064 492.86882,848.96015 496.26603),(845.07763 492.38350,844.78644 491.60700,844.59231 491.12168,845.07763 492.38350),(837.02139 481.60950,835.27425 480.34768,835.95370 481.02712,837.02139 481.60950),(880.69979 475.10627,873.61419 463.26457,873.22593 463.26457,880.69979 475.10627),(831.68292 456.17896,831.39173 456.08186,831.68292 456.27598,831.68292 456.17888,831.68292 456.17896),(831.10054 455.49944,831.00344 455.59654,831.10054 455.69364,831.10054 455.49952,831.10054 455.49944),(830.42110 454.52889,830.42110 454.43179,830.32400 454.52889,830.42110 454.52889),(830.80935 454.14063,831.10054 454.33476,831.10054 454.14063,830.80935 454.14063),(831.39173 453.75238,831.00348 453.84948,831.10058 453.84948,831.39177 453.75238,831.39173 453.75238),(830.71233 453.65528,830.42114 453.36409,830.51824 453.46119,830.71237 453.65532,830.71233 453.65528),(830.03293 452.58762,829.83880 452.58762,830.12999 452.68472,830.03289 452.58762,830.03293 452.58762),(830.71233 451.42287,830.32407 451.42287,830.22697 451.51997,830.71229 451.42287,830.71233 451.42287),(831.10054 451.61699,830.61522 451.13168,830.80935 451.22878,831.10054 451.61703,831.10054 451.61699),(827.41214 447.44332,827.21801 447.34622,827.21801 447.44332,827.41214 447.44332),(823.23843 447.44332,822.94724 447.05507,823.04434 447.54038,823.23847 447.44328,823.23843 447.44332),(787.90749 444.24019,790.81938 442.00774,787.61630 444.14313,787.90749 444.24023,787.90749 444.24019),(793.73128 439.58121,794.02247 439.29002,792.85771 439.77533,793.73128 439.58121),(756.84729 433.07798,746.26741 436.47519,752.09120 434.82511,756.84729 433.07798),(783.15140 416.57725,780.33657 417.06256,738.40530 423.85698,742.77314 433.85448,743.06433 433.95158,741.99664 437.93117,745.10266 436.57229,748.49986 433.56333,754.32365 433.36921,761.02101 430.94263,765.58297 431.62207,764.51528 433.27214,772.86271 436.08697,780.04538 439.58125,781.69545 443.46377,787.03392 442.29901,799.65213 432.01032,804.31116 432.20445,823.33553 446.56979,827.21805 445.79328,831.29471 451.22882,832.07121 459.86744,830.80939 465.30297,831.39177 468.02074,834.78898 474.81516,833.23597 469.47669,837.60381 469.37959,837.99206 473.26212,835.66255 479.28003,843.71879 490.34523,846.72774 490.44233,844.20410 487.04512,847.31012 487.43337,849.15432 486.26862,848.37782 492.48066,852.55153 495.78080,855.36636 503.35173,859.15182 505.68124,864.00498 506.94306,870.70233 515.48462,874.19661 517.32881,869.53758 517.62000,871.67296 520.04658,879.34095 517.52294,883.12641 515.38755,886.62068 503.15760,884.87355 484.13323,884.48530 482.19196,875.16724 466.66187,867.20806 455.40254,862.74316 446.18155,866.52862 449.38463,867.30512 448.80225,868.95520 456.85849,873.22597 462.97347,869.05226 454.82017,869.24639 450.93764,856.72524 435.69873,853.71629 430.94264,849.73670 422.88640,847.01893 416.09198,844.88354 413.66540,844.39823 410.55938,844.30113 410.46228,837.60378 410.07403,834.98307 412.11235,833.52713 419.58621,832.16824 416.09194,786.35445 421.81866,783.05431 416.67432,783.15141 416.57722,783.15140 416.57725))"
GA,Georgia,"POLYGON((845.85395 396.09691,845.75685 393.18501,845.07741 395.70865,845.85391 396.09691,845.85395 396.09691),(846.92161 391.63200,846.53336 389.39955,846.24217 390.75844,846.92161 391.63200),(801.49607 330.48224,800.23425 330.77343,796.54585 331.54993,782.95701 334.36476,781.69519 334.65595,780.33631 334.85008,772.76538 336.30603,770.72706 336.69428,762.47669 338.24729,760.72956 338.44141,760.82666 338.63554,773.83312 378.23729,781.01579 391.04963,779.26865 392.99089,778.20096 400.56181,780.33635 404.44434,780.53047 411.52994,783.15118 416.48016,783.15118 416.57726,783.05408 416.67436,786.35422 421.81870,832.16801 416.09198,833.52690 419.58625,834.98284 412.11239,837.60355 410.07407,844.30090 410.46232,844.30090 410.46232,843.71853 399.97950,844.98035 397.74705,844.30090 393.57334,845.65979 389.59375,847.69811 387.36130,846.24217 386.00241,849.63938 381.82870,849.54228 381.82870,843.71850 376.39316,835.75932 365.03678,831.39148 362.99845,812.65830 347.27423,808.09633 341.45044,799.26359 337.76204,798.77827 335.82078,801.49604 330.48231,801.49604 330.48231,801.49607 330.48224))"
MS,Mississippi,"POLYGON((716.76 442.78427,716.27469 442.88137,716.27469 442.97847,716.76000 442.78435,716.76 442.78427),(725.78687 441.61959,724.42799 441.61959,725.68981 441.71669,725.78691 441.61959,725.78687 441.61959),(714.52759 442.59022,714.13934 442.97847,714.23644 443.07557,714.52763 442.59025,714.52759 442.59022),(723.65157 441.81375,719.96317 441.81375,723.45744 441.91085,723.65157 441.81375),(683.17624 349.31259,683.17624 349.40969,679.09959 356.20411,679.48785 361.44551,673.95525 367.56049,675.41120 369.30763,671.72280 384.83773,673.46993 388.13787,672.49930 388.81731,672.59640 390.95270,672.59640 391.63214,674.82886 396.87355,674.63473 400.07664,678.22607 404.44448,670.84927 417.06268,669.68451 424.63360,667.64619 427.64256,669.00507 431.13683,667.74325 432.39865,701.23003 428.71026,700.06527 433.36929,704.33605 441.71671,706.56850 444.53154,706.56850 444.43444,710.15983 440.35779,717.73076 438.70772,724.71930 439.48422,725.78699 438.12534,725.78699 438.02824,720.83678 408.13279,720.64265 386.29359,720.06027 346.49771,718.70139 345.62415,718.31313 344.84764,718.11901 344.84764,713.26585 345.52708,704.72430 346.69184,685.31167 349.11842,683.17628 349.31254,683.17624 349.31259))"
SC,South Carolina,"POLYGON((801.49611 330.48224,801.49611 330.48224,798.77834 335.82071,799.26366 337.76197,808.09640 341.45037,812.65837 347.27416,831.39155 362.99838,835.75939 365.03671,843.71857 376.39309,849.54235 381.82863,849.54235 381.82863,850.51298 377.36373,848.95997 373.09295,853.13369 376.19897,855.46320 374.35477,851.48361 371.05462,856.33677 370.76343,863.90769 364.35727,863.03413 362.70719,867.69316 359.11586,867.20784 357.36872,870.60505 355.23333,870.79918 350.28311,876.13765 340.38268,879.72898 335.82071,880.11724 335.62658,858.47216 321.94068,850.41592 323.49369,839.44779 323.10544,834.01225 320.29061,801.78730 330.48224,801.49611 330.48224))"
IL,Illinois,"POLYGON((661.43403 198.18521,661.23990 198.67052,664.92830 201.00004,666.09306 203.32955,669.97558 207.01795,669.87848 210.12397,667.74309 216.23895,662.88993 219.73322,658.52209 220.60679,657.64852 225.65407,659.10447 226.33351,657.64852 236.23395,654.05719 238.46640,654.73663 242.25186,653.86306 242.64011,653.86306 242.64011,653.08656 246.91089,656.19258 255.54951,667.25777 264.86757,668.22840 269.33247,670.36379 271.56492,677.35234 271.17667,676.09052 277.67990,675.60520 284.66845,679.77892 288.06565,686.37921 290.97755,689.87348 293.69532,691.81474 299.22791,690.74705 301.26624,697.63853 306.89590,697.92972 306.99300,697.34734 306.41062,699.28860 301.84866,706.76246 303.88698,708.60666 301.75159,707.15072 297.48082,713.26569 293.88948,711.61562 291.55997,713.07157 288.25982,713.07157 287.96863,712.68331 287.87153,712.78041 279.23291,714.91580 277.67990,718.60419 269.04128,717.82769 265.25582,715.40111 260.69386,716.75999 255.54951,709.96558 207.69739,708.99494 206.62970,706.47130 200.90297,704.43298 198.76758,703.55941 193.13792,703.55941 192.94380,690.45589 194.78800,682.59378 195.75863,661.43402 198.18521,661.43402 198.18521,661.43403 198.18521))"
IN,Indiana,"POLYGON((750.34384 200.22353,735.49319 202.84424,732.09598 203.52368,720.06015 205.46494,717.53651 207.50327,713.75105 209.25040,712.29510 209.15330,710.54796 208.27973,709.96559 207.69735,716.76000 255.54947,715.40112 260.69382,717.82770 265.25578,718.60420 269.04124,714.91581 277.67986,712.78042 279.23287,712.68332 287.87149,713.07158 287.96859,713.45983 287.87149,714.91578 285.15372,718.50711 285.15372,722.87495 283.69777,728.31049 285.73610,728.89286 283.50365,731.99888 281.17413,736.65791 281.85358,739.18156 276.90336,746.07304 277.48573,745.97594 274.67090,752.09092 266.61467,751.12029 262.92627,755.39107 262.82917,760.63247 258.65546,759.37065 253.89937,759.56478 253.70524,759.37065 252.05517,753.54687 217.69482,750.92616 203.03829,750.63497 201.48528,750.34378 200.22346,750.34384 200.22353))"
KY,Kentucky,"POLYGON((693.17367 317.18459,692.88248 316.40809,692.30010 316.21396,691.91185 317.47578,692.00895 317.57288,693.07664 317.47578,693.17374 317.18459,693.17367 317.18459),(759.56491 253.70531,759.37078 253.89944,760.63260 258.65553,755.39120 262.82924,751.12042 262.92634,752.09105 266.61474,745.97607 274.67097,746.07317 277.48580,739.18169 276.90343,736.65804 281.85365,731.99901 281.17420,728.89299 283.50372,728.31062 285.73617,722.87508 283.69784,718.50724 285.15379,714.91591 285.15379,713.45996 287.87156,713.07171 287.96866,713.07171 288.25985,711.61576 291.56000,713.26583 293.88951,707.15086 297.48085,708.60680 301.75162,706.76260 303.88701,699.28874 301.84869,697.34748 306.41065,697.92986 306.99303,698.12399 307.38129,697.25042 315.34046,696.86216 315.53459,694.33852 317.08760,694.24142 317.37879,697.05625 316.99053,716.66300 314.36983,715.69237 310.48731,718.99252 310.39021,758.49721 305.14880,786.25726 300.48977,786.64551 300.19858,787.32495 299.42208,794.60469 295.53956,800.23435 288.16276,801.01085 285.63912,804.69925 282.72722,809.35828 276.80637,810.03772 275.83574,809.74653 275.73864,807.31996 275.73864,804.21394 273.99150,798.68134 267.29415,796.74008 260.49973,796.74008 260.30560,796.54595 260.11148,792.46930 257.78196,790.62510 254.67594,786.93670 258.26728,784.60719 258.84966,781.69529 257.68490,779.17165 259.62616,773.93024 257.29665,772.57136 257.87902,767.62114 253.60825,765.09750 252.34643,760.34141 252.92881,759.56490 253.70531,759.56491 253.70531))"
NC,North Carolina,"POLYGON((890.2118 332.22937,889.14411 333.29707,889.33823 333.49120,890.21180 332.22937),(890.98830 326.59971,890.50299 327.37622,890.69712 328.15272,890.98830 326.59971),(896.81209 317.57284,895.35615 318.54347,894.57964 319.70823,896.81209 317.57284),(909.33323 311.45787,908.75086 311.06961,907.48904 310.97251,909.33323 311.45783,909.33323 311.45787),(906.71253 310.87545,905.83896 310.87545,904.38302 311.65195,906.71253 310.87545),(909.72149 311.94314,912.53632 304.95460,910.59506 307.86649,909.72149 311.94314),(913.89520 302.72215,915.15702 300.87795,914.47758 300.87795,913.89520 302.72215),(922.04850 295.15122,919.91311 284.37722,921.75731 290.00688,922.04850 295.15122),(910.20680 270.59425,910.01268 270.69135,909.72149 270.78845,909.72149 270.78845,909.81859 270.78845,915.15706 279.81532,919.33078 283.98903,910.20684 270.59432,910.20684 270.59432,910.20680 270.59425),(908.45971 271.17670,907.68320 271.37083,907.68320 271.37083,907.87733 271.46793,909.52740 271.46793,909.33327 270.88555,909.33327 270.88555,909.04209 270.98265,908.75090 270.98265,908.75090 270.98265,908.75090 271.17677,908.55677 271.27387,908.45967 271.17677,908.45967 271.17677,908.45971 271.17670),(818.67628 293.30716,818.19096 294.76311,818.28806 298.93682,817.22036 298.83972,814.69672 303.98407,811.88189 304.27526,806.64048 309.41960,804.31097 308.54603,801.30201 313.01094,793.34284 320.19361,789.46031 321.16424,785.38366 324.94970,785.18953 327.47334,781.59820 329.41460,781.69530 333.68538,781.69530 334.65601,782.95712 334.36482,796.54596 331.54999,800.23436 330.77349,801.49618 330.48230,801.78737 330.48230,834.01232 320.29067,839.44786 323.10550,850.41599 323.49375,858.47223 321.94074,880.11731 335.62664,880.50556 335.33545,890.50306 331.25880,890.60016 325.92033,894.19150 319.41710,898.07402 315.72870,906.13026 310.39023,907.19796 308.44897,909.33334 309.41960,910.30398 303.01344,909.13922 305.24589,905.06257 306.60477,901.18004 306.70187,905.93614 303.20760,904.48019 301.65459,906.13026 298.16032,897.00633 296.70437,896.61808 296.21906,904.38313 294.76311,906.90677 296.02493,910.10985 295.73374,912.73055 293.79248,914.67182 290.00702,916.41895 289.52170,916.12776 284.18323,913.89531 282.04784,911.66286 284.08617,912.14817 289.23051,910.49810 282.92141,909.23628 282.63022,899.62703 286.60981,903.89781 282.43609,904.09194 280.78602,908.55684 279.71833,909.81866 276.41818,912.82762 278.16532,909.62453 273.40922,907.39208 271.46796,907.39208 271.46796,868.56683 282.53316,843.81574 288.84226,818.77345 293.50129,818.67635 293.30716,818.67628 293.30716))"
OH,Ohio,"POLYGON((818.19096 206.6297,815.76439 196.14688,815.27907 194.01149,812.56130 182.07273,809.06703 184.30518,801.59317 190.03190,796.74002 195.95275,792.95455 196.53513,785.96601 200.51472,782.08348 198.18521,770.33885 196.82632,770.33885 196.82632,764.12681 198.37933,758.01183 199.83528,751.60566 201.19416,750.63503 201.48535,750.92622 203.03836,753.54693 217.69489,759.37071 252.05524,759.56484 253.70531,760.34135 252.92881,765.09744 252.34643,767.62108 253.60825,772.57130 257.87902,773.93018 257.29665,779.17159 259.62616,781.69523 257.68490,784.60713 258.84966,786.93664 258.26728,790.62504 254.67594,792.46924 257.78196,796.54589 260.11148,796.74002 260.30560,796.74002 260.30560,800.91373 258.26728,802.36968 255.06419,801.20492 251.76405,804.50506 246.71677,806.93164 246.32851,806.64045 242.05774,810.62004 236.62220,811.29948 237.39871,814.89082 234.68094,817.99684 230.02191,818.48215 208.76509,818.67628 208.66799,818.19096 206.62967,818.19096 206.6297))"
TN,Tennessee,"POLYGON((786.2572 300.48973,758.49715 305.14876,718.99246 310.39017,715.69231 310.48727,716.66294 314.36979,697.05619 316.99049,694.24136 317.37875,694.24136 317.47585,693.46486 318.44648,693.07660 318.34938,693.07660 317.57287,693.07660 317.47577,692.00891 317.57287,692.10601 317.66997,692.68839 320.38773,690.74713 322.81431,690.55300 327.27922,690.55300 328.05572,690.55300 328.15282,687.64111 333.78248,688.22349 337.76207,685.50572 342.03285,686.47635 345.91537,682.98208 349.11846,683.17620 349.31258,685.31159 349.11846,704.72422 346.69188,713.26577 345.52712,718.11893 344.84768,718.31305 344.84768,718.21595 344.65355,734.52256 342.42110,742.28760 341.45047,757.81770 338.92683,760.72960 338.44151,762.47673 338.24739,770.72710 336.69438,772.76542 336.30613,780.33635 334.85018,781.69523 334.65605,781.69523 333.68542,781.59813 329.41464,785.18946 327.47338,785.38359 324.94974,789.46024 321.16428,793.34277 320.19365,801.30194 313.01098,804.31090 308.54607,806.64041 309.41964,811.88182 304.27530,814.69665 303.98411,817.22029 298.83976,818.28799 298.93686,818.19089 294.76315,818.67621 293.30720,817.12320 293.59839,811.59060 295.15140,804.99031 296.51029,788.39252 299.90750,786.64538 300.19868,786.25713 300.48987,786.2572 300.48973))"
VA,Virginia,"POLYGON((908.75086 270.98255,909.04205 270.98255,909.33323 270.88545,909.33323 270.88545,909.13911 270.40014,908.75086 270.98252,908.75086 270.98252,908.75086 270.98255),(905.45071 260.11145,905.45071 260.59676,905.93603 260.30557,905.45071 260.11145),(907.19785 256.71424,907.10075 255.93773,907.10075 255.93773,907.19785 256.71424),(906.61547 257.87899,906.42134 259.14082,906.13015 259.62613,906.61547 257.87899),(907.48904 255.35535,907.58614 254.77297,907.39201 255.35535,907.48911 255.35535,907.48904 255.35535),(908.07148 252.73465,908.36267 252.05521,907.87736 253.80234,908.07148 252.73465),(908.16858 251.27870,908.55683 249.14331,908.07151 249.62863,908.16861 251.27870,908.16858 251.27870),(909.91574 241.66945,910.10987 240.79589,910.01277 240.99001,909.91567 241.66945,909.91574 241.66945),(909.52742 239.43700,908.26560 239.92232,906.32434 240.79589,905.64490 241.66945,905.93609 241.76655,903.60657 256.22895,904.48014 258.55847,905.83902 252.54055,908.36266 244.67844,909.52742 239.53409,909.52742 239.43699,909.52742 239.43700),(911.46868 238.66049,911.17749 238.75759,911.08039 239.14584,910.59508 242.15480,910.98333 241.08710,911.46864 238.66053,911.46868 238.66049),(810.03768 275.83570,809.35824 276.80633,804.69921 282.72718,801.01081 285.63908,800.23431 288.16272,794.60465 295.53952,787.32491 299.42204,786.64547 300.19854,788.39261 299.90736,804.99040 296.51015,811.59069 295.15126,817.12329 293.59825,818.67630 293.30706,818.77340 293.50119,843.81569 288.84216,868.56678 282.53306,907.39203 271.46786,907.39203 271.46786,907.10084 270.98255,907.00374 270.69136,907.68318 271.37080,907.68318 271.37080,907.68318 271.37080,908.45969 271.17667,908.36259 271.07957,907.68315 267.77942,908.16847 267.87652,909.72148 270.78841,909.72148 270.78841,909.72148 270.78841,910.01267 270.69131,910.20679 270.59421,909.81854 269.81771,905.83895 263.70273,900.88873 264.57630,898.65628 266.42050,896.52089 264.47924,889.24116 262.05266,884.19388 261.85853,893.99725 260.98496,899.43279 264.67336,900.98580 262.24678,896.61796 256.71419,899.72398 256.90831,898.07390 252.44341,894.19138 252.63754,884.97038 245.16368,883.80562 245.16368,896.81208 251.56984,895.93851 247.10494,896.81208 245.64899,890.21179 243.12535,884.48507 242.73710,881.67024 240.21346,879.34072 241.66940,878.46715 234.97205,879.43778 235.16617,879.24366 229.73064,879.04953 229.53651,878.85540 229.63361,878.66128 229.53651,878.17596 229.14826,877.88477 228.85707,874.77875 227.49819,871.57567 225.16867,867.11077 224.00392,866.81958 223.90682,866.81958 224.00392,866.23720 228.08057,857.21033 224.19804,857.40446 229.82770,852.45424 239.24283,849.44528 242.54297,847.50402 248.26970,841.58317 246.23137,838.67127 259.43195,836.34176 263.89686,835.95351 269.72065,834.20637 272.53548,827.70314 274.47674,822.36467 278.65045,819.84103 279.03870,817.41445 281.17409,811.29947 278.94164,810.23178 275.93268,810.03765 275.83558,810.03768 275.83570))"
