"id","price","speed","hd","ram","screen"
1098,2144,66,107,2,14
1100,2444,66,214,4,14
1102,3895,66,1370,8,14
1104,1895,66,107,2,14
1106,2344,66,214,4,14
1108,2170,33,340,8,14
1110,2834,66,426,8,15
1112,1894,33,107,2,14
1114,2225,66,340,8,15
1116,2095,25,214,8,14
1118,3594,33,452,8,14
1120,2244,33,214,4,14
1122,1939,66,210,4,15
1124,2039,66,170,4,14
1126,3334,66,540,16,15
1128,2999,66,345,16,15
1132,1948,66,130,4,14
1134,1567,25,107,8,14
1136,2745,66,250,8,17
1138,1499,33,130,4,14
1140,1594,25,107,4,14
1144,2495,66,426,8,14
1146,2690,33,540,16,15
1148,1449,25,120,4,14
1150,2495,25,540,16,14
1152,2794,50,340,4,14
1154,2690,33,540,16,14
1156,2590,25,540,16,15
1160,1599,66,130,4,14
1164,3090,66,540,16,15
1166,2944,33,540,16,14
1168,1895,33,250,8,15
1170,2694,33,340,4,14
1172,2990,50,540,16,14
1174,2015,66,210,4,14
1176,2395,33,212,8,17
1178,3244,66,540,16,14
1186,1570,33,214,4,14
1188,1895,33,212,8,15
1194,2195,33,107,4,14
1198,1890,33,214,4,15
1200,1749,33,230,4,14
1202,3899,66,345,16,17
1204,3948,33,345,16,17
1206,1894,25,214,8,14
1208,3048,33,345,16,15
1210,3595,66,500,16,15
1212,1865,33,250,4,14
1214,2095,33,340,8,15
1222,1790,25,214,4,15
1224,1728,25,120,4,14
1226,2490,50,426,8,14
1230,2465,33,250,8,17
1232,3348,66,345,16,15
1234,1399,25,170,4,14
1236,3044,50,540,16,14
1238,1395,25,107,2,14
1240,1845,33,250,8,15
1242,1995,33,214,4,14
1244,1670,33,212,4,14
1246,1970,33,212,8,14
1248,2244,50,214,4,14
1250,3090,66,540,16,14
1252,2144,33,214,4,14
1254,2359,33,340,8,17
1256,2190,33,426,8,14
1260,2990,50,528,16,14
1262,2395,50,426,8,14
1264,2199,66,340,4,14
1266,3499,66,527,4,14
1268,3348,66,345,16,15
1270,2099,33,120,4,14
1272,2590,25,528,16,15
1274,2644,25,528,16,14
1276,3699,66,345,16,17
1278,1579,25,120,4,14
1283,2499,50,340,8,15
1285,1999,66,170,4,14
1287,2594,50,426,8,14
1289,1499,33,170,4,14
1291,1894,25,120,4,14
1293,3599,66,527,4,15
1295,1899,25,120,4,14
1297,2590,66,426,8,14
1301,1495,33,212,4,14
1303,1809,50,210,4,15
1305,2244,33,426,8,14
1309,2395,33,212,8,17
1313,2190,33,426,8,14
1317,1994,50,107,2,14
1321,1469,33,170,4,14
1325,2798,66,340,8,15
1327,3094,66,245,4,14
1329,1844,25,214,4,14
1331,1379,25,212,4,14
1335,2495,66,426,8,14
1337,2490,50,426,8,15
1341,2344,33,426,8,14
1343,2190,33,426,8,15
1345,1594,25,107,2,14
1347,2784,33,245,8,14
1349,2090,25,426,8,14
1351,2844,33,528,16,14
1355,2590,66,426,8,15
1357,2994,33,528,16,14
1359,2444,66,214,4,14
1361,1399,33,130,4,14
1365,3849,66,450,16,15
1367,2469,33,245,8,14
1369,2095,33,426,8,14
1371,1499,66,130,4,14
1373,1279,33,130,4,14
1375,2044,33,214,4,14
1377,2244,50,214,4,14
1379,2044,66,107,2,14
1381,1479,50,130,4,14
1383,2344,33,120,4,14
1385,1990,66,107,2,14
1387,3194,66,424,16,15
1389,1544,25,107,2,14
1391,1894,25,214,4,14
1393,2498,50,230,4,14
1397,1369,33,130,4,14
1399,1879,50,170,4,14
1401,2394,66,214,4,14
1403,2190,50,214,4,14
1405,2390,33,340,8,14
1407,2644,66,426,8,14
1411,2779,66,245,4,14
1413,1699,66,170,4,14
1415,2244,25,426,8,14
1417,2348,66,245,8,14
1419,2794,33,528,16,14
1421,1969,50,340,4,14
1423,2094,33,120,4,14
1427,1795,50,107,2,14
1429,1495,33,107,2,14
1431,1789,33,212,4,14
1433,3399,33,450,8,15
1435,3044,33,528,16,14
1437,1295,25,170,4,14
1439,3495,66,500,16,14
1441,4999,66,525,8,17
1443,2990,50,528,16,15
1445,3199,66,450,8,15
1447,2190,50,214,4,15
1449,2174,33,120,4,14
1453,2590,25,528,16,14
1457,3148,66,345,16,15
1459,2690,50,340,8,15
1461,2899,50,320,8,15
1463,2194,33,214,4,14
1467,4104,66,527,8,15
1469,1790,33,107,2,15
1471,3194,66,528,16,14
1473,2699,33,240,4,14
1475,3814,66,527,4,14
1483,2995,66,528,16,14
1485,2799,66,345,16,15
1487,1890,50,107,2,14
1489,2644,50,426,8,14
1495,1944,50,107,2,14
1497,2895,50,528,16,14
1499,1699,33,210,4,15
1501,1894,33,107,2,14
1503,2559,66,340,8,17
1511,2590,66,426,8,15
1513,2014,25,212,4,14
1517,3904,66,527,8,15
1519,2190,33,426,8,14
1521,1790,33,212,4,14
1523,2095,33,426,8,14
1525,3385,66,1370,8,14
1529,2144,25,426,8,14
1531,1995,33,214,4,14
1533,2645,66,340,8,17
1535,2999,66,340,4,15
1536,1899,25,120,4,14
1540,1769,33,170,4,14
1542,1599,33,212,4,14
1548,1594,25,107,2,14
1552,1999,33,340,8,14
1554,1994,33,214,4,14
1556,2795,33,528,16,14
1558,2590,25,528,16,14
1543,2565,33,340,8,17
1547,2344,66,214,4,14
1549,1995,25,426,8,14
1551,2225,66,340,8,15
1553,1994,50,240,4,15
1555,2364,33,212,4,14
1557,1595,33,212,4,14
1559,2165,33,340,8,15
1561,2390,33,340,8,14
1563,2374,33,120,4,14
1565,2498,50,340,8,15
1567,2595,33,528,16,14
1571,2459,33,340,4,14
1573,2390,33,426,8,15
1575,2644,50,426,8,14
1577,2095,66,340,4,15
1579,2699,66,245,8,15
1581,1990,66,107,2,14
1585,2244,50,214,4,14
1589,2499,33,250,8,15
1593,1949,50,340,4,14
1595,1929,66,210,4,15
1597,3899,66,540,16,17
1599,2795,66,545,8,14
1601,2439,50,340,8,17
1603,2444,33,426,8,14
1605,3044,50,528,16,14
1607,1789,33,120,4,14
1609,1944,33,107,2,14
1611,3135,33,1370,8,14
1615,1790,25,214,4,14
1617,2705,66,545,8,15
1619,1890,50,107,2,15
1621,2044,33,170,4,15
1625,2590,25,528,16,15
1627,2104,33,120,4,14
1629,2644,25,528,16,14
1631,2149,66,340,4,14
1633,2294,50,214,4,14
1635,1544,25,170,4,15
1637,1995,33,340,8,14
1639,3244,66,528,16,14
1641,1590,33,107,2,15
1643,3589,66,527,8,15
1645,1809,50,210,4,15
1649,1785,33,340,4,15
1651,999,33,80,2,14
1653,1845,50,240,4,14
1655,2690,33,528,16,14
1661,2244,25,426,8,14
1663,3094,50,528,16,14
1665,2844,33,528,16,14
1667,2475,33,545,8,15
1669,3090,66,528,16,14
1671,2729,66,245,4,15
1673,2344,33,426,8,14
1675,1695,33,107,2,14
1677,2195,50,340,8,14
1683,1490,25,107,2,14
1685,1890,33,214,4,14
1687,1799,33,170,4,14
1689,2875,33,1370,4,15
1693,2094,66,107,2,14
1695,1895,66,107,2,14
1697,1895,25,170,4,17
1699,2799,66,340,16,15
1701,4999,66,525,8,17
1703,1690,25,170,4,14
1705,2545,33,545,8,14
1709,2044,66,107,2,14
1715,1449,25,120,4,14
1717,1479,50,130,4,14
1719,2095,33,250,4,15
1723,2595,66,340,4,17
1725,2190,50,340,4,14
1729,1995,66,340,4,14
1731,2674,33,245,8,14
1733,2995,66,528,16,14
1735,2390,66,340,4,14
1737,2995,66,424,16,15
1739,2944,33,528,16,14
1741,2690,33,528,16,15
1743,1994,50,107,2,14
1745,2990,50,528,16,14
1751,2490,50,426,8,15
1753,1590,33,107,2,14
1755,2895,50,528,16,14
1757,3199,66,340,16,15
1759,1789,33,250,4,14
1761,1854,25,120,4,14
1767,2190,33,426,8,15
1769,2890,33,528,16,14
1773,2694,25,528,16,14
1775,2594,50,426,8,14
1779,1695,33,212,4,15
1783,1744,33,107,2,14
1785,3125,66,1370,4,15
1787,3090,66,528,16,15
1789,2995,66,340,16,15
1791,3334,66,528,16,15
1792,3595,66,452,8,14
1794,2090,33,214,4,15
1796,1644,25,107,2,14
1800,1690,25,212,4,14
1802,2495,66,424,8,15
1804,1890,33,214,4,15
1806,3395,33,452,8,14
1808,2890,33,528,16,15
1810,2390,25,426,8,14
1812,3015,66,424,8,17
1814,3515,66,424,16,17
1816,2690,33,528,16,15
1820,2545,66,340,8,17
1822,2125,66,340,8,15
1826,2244,50,214,4,14
1828,2699,66,245,8,15
1830,2644,50,426,8,14
1832,2099,33,120,4,14
1834,2705,66,340,8,17
1836,3205,66,1370,8,14
1838,2729,66,245,4,15
1840,2395,50,424,4,17
1842,2995,66,424,16,15
1844,2390,33,424,8,14
1846,2290,66,107,2,14
1848,2395,66,340,8,15
1850,1890,33,212,4,14
1854,3090,66,528,16,15
1856,1790,33,107,2,15
1858,2499,66,424,8,15
1860,2899,50,240,4,14
1864,2090,25,214,4,14
1866,2890,66,426,8,14
1868,3198,66,450,16,15
1870,1744,33,107,2,14
1876,2364,33,212,4,14
1878,1349,33,212,4,14
1880,2149,66,245,4,15
1882,1818,25,212,4,14
1884,1990,66,107,2,15
1886,1529,33,245,4,14
1888,1799,33,120,4,14
1890,2439,50,340,8,17
1892,1695,25,214,4,14
1894,2065,33,340,8,15
1896,2490,33,426,8,14
1898,2844,33,528,16,14
1902,1795,33,214,4,14
1904,2190,50,214,4,15
1906,1595,33,340,4,14
1908,1795,50,424,4,14
1910,2498,50,320,8,15
1912,1908,33,120,4,14
1914,1599,25,120,4,14
1916,1670,25,212,4,14
1918,2590,66,214,4,14
1920,1995,33,214,4,14
1922,3390,66,528,16,14
1924,3290,50,528,16,14
1926,1449,25,120,4,14
1928,1795,50,107,2,14
1932,2608,33,340,4,14
1936,2104,33,120,4,14
1938,2195,66,214,4,14
1940,2344,66,214,4,14
1942,1890,33,212,4,14
1944,2299,66,120,4,14
1946,2944,66,340,8,17
1948,1944,50,107,2,14
1950,1395,25,107,4,14
1952,2744,33,528,16,14
1954,1495,33,107,2,14
1958,2815,50,424,8,17
1960,2190,50,424,4,14
1962,1695,33,107,2,14
1964,1275,25,212,4,14
1966,1789,33,120,4,14
1968,2544,33,426,8,14
1970,1790,25,214,4,15
1972,2315,33,340,8,17
1974,3904,66,527,8,15
1976,1695,25,214,8,14
1978,1895,66,107,2,14
1980,1995,66,424,4,14
1982,1699,33,245,4,15
1986,1995,25,426,8,14
1988,1878,33,120,4,14
1990,1299,25,120,4,14
1992,5399,66,1200,32,17
1994,3365,66,450,16,15
1996,2014,25,212,4,14
1998,2295,66,340,8,15
2002,2578,33,340,4,14
2004,2999,66,450,16,15
2006,1590,33,107,2,15
2008,2489,33,340,4,14
2012,2059,33,120,4,14
2014,1495,33,212,4,14
2016,2699,66,245,8,15
2018,2818,66,245,4,15
2020,1790,25,107,2,14
2022,2344,33,426,8,14
2030,2995,66,528,16,14
2032,2595,66,424,4,17
2034,2375,66,340,4,15
2036,1895,33,340,8,15
2040,2455,33,545,8,14
2042,2448,33,245,8,14
2044,2485,33,528,8,14
2046,3190,33,528,16,14
2049,1709,25,170,4,14
2053,2995,66,528,16,14
2055,3015,66,424,8,17
2057,1535,33,340,4,14
2059,2214,25,120,4,14
2061,1999,33,250,4,14
2063,1895,33,340,8,14
2067,1299,25,212,4,14
2069,1595,33,107,2,14
2071,2199,50,340,8,15
2073,3127,66,424,16,15
2075,2943,33,340,8,14
2079,1844,50,107,2,14
2081,2544,50,426,8,14
2083,1349,33,212,4,14
2087,2999,66,450,16,15
2089,1489,25,120,4,14
2091,2374,33,212,4,14
2097,5399,66,1200,32,17
2099,2134,25,245,4,14
2101,1499,33,170,4,14
2103,2785,33,1060,8,14
2105,2344,33,426,8,14
2107,3099,66,450,16,15
2109,2090,50,214,4,15
2111,3334,66,528,16,15
2119,2290,33,426,8,15
2123,2244,25,426,8,14
2125,1995,66,424,4,14
2127,2944,33,528,16,14
2129,1899,33,245,4,15
2133,2627,66,424,8,15
2135,2179,33,340,4,14
2139,1499,25,120,4,14
2141,2223,25,245,4,14
2143,3169,33,340,8,14
2145,1949,50,245,4,15
2147,2595,33,528,16,14
2149,3995,66,1000,16,14
2151,1695,25,214,4,14
2159,2895,66,520,8,14
2161,2349,66,340,4,14
2165,2320,33,424,4,17
2167,2390,50,426,8,15
2169,2144,25,426,8,14
2171,2495,66,540,8,14
2173,1995,25,426,8,14
2179,2985,66,540,8,17
2181,2335,66,540,8,15
2183,2195,33,426,8,14
2185,1575,33,120,4,14
2187,2844,33,528,16,14
2189,3515,66,424,16,17
2191,1844,25,214,4,14
2193,2427,50,424,8,15
2195,1894,50,340,4,15
2197,3399,66,527,8,15
2199,1795,50,340,4,14
2203,2690,50,426,8,14
2205,3895,50,1000,16,14
2207,2890,50,528,16,15
2209,1495,33,107,2,14
2211,2294,66,424,4,14
2213,1744,33,107,2,14
2215,1699,66,245,4,14
2217,1679,33,120,4,14
2219,2495,66,426,8,14
2221,1849,66,245,4,15
2223,2094,50,424,4,14
2225,2744,66,426,8,14
2227,2744,50,340,8,17
2229,2395,66,340,8,15
2231,1990,33,107,2,14
2233,2299,25,120,4,14
2235,1375,25,120,4,14
2237,1744,33,107,2,14
2239,2590,66,426,8,15
2241,2220,33,528,8,14
2243,2990,33,528,16,14
2245,2644,25,528,16,14
2247,2095,66,340,8,15
2251,3244,66,528,16,14
2255,2294,33,424,8,14
2257,2388,25,120,4,14
2259,1799,33,120,4,14
2261,2295,50,424,8,15
2263,1688,25,212,4,14
2265,1775,33,340,4,15
2267,2695,33,528,16,14
2271,1844,33,107,2,14
2273,2019,33,424,4,14
2277,1675,66,250,4,14
2279,2690,33,528,16,15
2281,2158,33,340,4,14
2283,2985,66,1060,8,14
2287,1595,33,214,4,14
2291,1690,33,107,2,15
2295,1299,25,120,4,14
2297,1595,25,340,8,14
2299,2190,33,426,8,15
2303,2744,33,528,16,14
2304,2295,33,540,8,14
2306,2995,66,424,16,15
2308,2144,50,214,4,14
2310,2390,50,214,4,14
2312,1749,33,120,4,14
2314,2390,25,426,8,14
2316,1768,33,120,4,14
2318,1644,25,107,2,14
2320,1299,25,170,4,14
2322,1799,33,230,4,14
2324,1299,33,212,4,14
2326,1644,25,107,2,14
2328,2420,50,528,8,14
2332,2590,33,426,8,14
2336,3699,66,527,16,17
2338,1689,25,212,4,14
2342,2190,33,426,8,15
2344,1819,33,120,4,14
2346,2944,33,528,16,14
2350,2244,33,426,8,14
2352,1799,66,245,4,15
2354,1975,66,420,4,14
2356,2698,50,320,8,15
2358,2844,33,528,16,14
2360,1999,33,340,8,14
2364,2390,50,214,4,14
2366,1990,66,107,2,15
2368,1895,33,214,4,14
2370,2195,50,340,8,15
2372,1799,33,270,4,14
2374,2744,50,340,8,17
2376,2144,33,214,4,14
2378,2328,66,212,4,14
2380,2397,66,270,4,14
2382,2290,33,426,8,15
2384,2290,33,214,4,14
2386,999,33,125,2,14
2388,2695,33,528,16,14
2390,1795,33,214,4,14
2394,2944,50,528,16,14
2396,2199,33,340,8,17
2404,2723,33,340,4,14
2406,2099,66,245,4,15
2410,2593,50,212,4,14
2412,2495,66,426,8,14
2416,2643,66,212,4,14
2418,1475,33,120,4,14
2420,1908,33,120,4,14
2422,1795,50,340,4,14
2424,3544,66,340,16,17
2426,1495,33,107,2,14
2428,2890,25,528,16,14
2430,2295,50,426,8,14
2432,1895,66,420,4,15
2436,2244,25,426,8,14
2438,2995,66,528,16,14
2442,2868,66,340,4,14
2444,2144,25,426,8,14
2446,1490,25,107,2,15
2450,1299,25,120,4,14
2452,2995,66,528,16,14
2458,2544,50,426,8,14
2460,2395,66,340,8,14
2462,3097,66,528,8,15
2466,3198,66,450,16,15
2468,2090,25,214,4,14
2472,2799,66,340,16,15
2474,2290,66,107,2,14
2476,1799,33,170,4,14
2478,1895,66,107,2,14
2480,3397,66,450,16,15
2482,2120,25,528,8,14
2484,1944,25,214,4,14
2486,2644,25,528,16,14
2488,2348,33,245,4,14
2490,2144,66,107,2,14
2494,1425,25,120,4,14
2498,2279,50,340,8,17
2504,2220,33,528,8,14
2506,1695,50,107,2,14
2508,2698,66,245,4,14
2510,2195,33,426,8,14
2512,3244,66,528,16,14
2514,2795,50,528,16,14
2516,2944,66,340,8,17
2518,2395,66,340,8,15
2520,3390,66,528,16,14
2522,3039,66,420,4,15
2524,1893,25,212,4,14
2526,2099,66,120,4,14
2530,3144,66,528,16,14
2532,2344,33,426,8,14
2534,1790,25,107,2,14
2538,1469,25,120,4,14
2540,2329,66,212,4,14
2542,2627,66,424,8,15
2544,2994,33,528,16,14
2548,3239,50,340,8,17
2550,1995,50,212,8,14
2552,2295,50,426,8,14
2556,1844,66,107,2,14
2561,2144,25,426,8,14
2565,2094,50,424,4,14
2567,1825,50,420,4,14
2571,2294,66,424,4,14
2573,2395,66,340,8,15
2575,1299,33,212,4,14
2577,2699,66,528,8,15
2579,2259,50,340,4,14
2581,1890,50,214,4,14
2583,2795,50,528,16,14
2585,1290,25,107,2,15
2589,1890,50,214,4,15
2593,2995,66,540,16,15
2595,2294,50,424,8,14
2599,1295,33,214,4,14
2603,2425,50,212,8,14
2605,1745,50,420,4,15
2607,2509,50,340,4,15
2611,2495,25,528,16,14
2613,2844,33,528,16,14
2615,2845,66,424,8,17
2617,1590,50,107,2,15
2619,3379,66,527,8,15
2621,2989,66,424,8,14
2625,2669,25,170,4,17
2627,2369,66,340,8,17
2629,2095,33,426,8,14
2631,1729,66,245,4,15
2633,2644,66,426,8,14
2635,1995,66,424,4,14
2637,3294,66,528,16,14
2639,2090,66,214,4,15
2641,1975,66,420,8,15
2643,2359,50,340,4,14
2645,1790,66,107,2,15
2647,2495,66,424,8,15
2649,2090,25,426,8,14
2651,2644,25,528,16,14
2653,1744,25,214,4,14
2655,2479,66,212,4,15
2657,1469,25,120,4,14
2659,1619,25,120,4,15
2661,1590,50,107,2,14
2663,2090,25,426,8,15
2667,2590,66,426,8,14
2669,2425,50,424,8,14
2671,2275,66,530,8,15
2673,3044,50,528,16,14
2675,2099,25,170,4,14
2677,1695,66,107,2,14
2679,2590,25,528,16,14
2683,2159,33,340,8,17
2685,2195,50,340,8,15
2687,1195,25,214,4,14
2691,2390,50,426,8,14
2693,2079,33,212,4,15
2695,2609,33,212,4,17
2699,2744,33,528,16,14
2701,2799,66,340,16,15
2703,2290,33,426,8,15
2705,3094,50,528,16,14
2707,1390,33,107,2,14
2709,1944,33,214,4,14
2711,1495,25,340,8,14
2713,1595,33,340,8,14
2715,2769,50,340,8,15
2717,1744,50,107,2,14
2719,1844,33,214,4,14
2721,1589,25,212,4,14
2723,1839,25,212,4,15
2725,2427,66,424,8,15
2727,2690,33,528,16,15
2729,2795,66,424,16,15
2733,2225,50,424,4,14
2735,1695,33,340,8,14
2737,2899,66,212,4,17
2741,1975,33,424,8,14
2745,1595,33,214,4,14
2749,1395,33,214,4,14
2751,1969,33,120,4,15
2753,1644,33,107,2,14
2755,2499,33,212,4,17
2759,2899,66,340,16,15
2761,1295,33,107,2,14
2765,2869,66,340,8,14
2767,2444,33,426,8,14
2769,1790,33,214,4,15
2773,1994,33,214,4,14
2775,1494,25,107,2,14
2777,2195,33,426,8,14
2781,1444,33,107,2,14
2783,1699,33,120,4,14
2787,1944,50,214,4,14
2789,1999,66,245,4,15
2791,2944,50,528,16,14
2793,3129,66,527,8,14
2795,2890,50,528,16,14
2797,2185,33,420,8,17
2799,2494,33,426,8,14
2801,2294,66,214,4,14
2803,1690,33,214,4,15
2805,2469,33,340,4,15
2807,1925,33,212,4,14
2809,1195,25,107,4,14
2811,2120,25,528,8,14
2813,1559,33,212,4,14
2815,2794,25,528,16,14
2816,2995,66,528,16,14
2820,3385,66,540,16,17
2822,3239,66,424,8,15
2824,1725,33,212,4,14
2826,1995,50,424,8,14
2828,1645,50,420,4,14
2830,1695,33,214,4,14
2832,2425,50,212,8,15
2834,1944,66,107,2,14
2836,1999,33,340,8,14
2838,2090,33,426,8,14
2842,2390,25,528,16,14
2844,2609,33,212,4,17
2846,2049,50,340,8,14
2848,1999,66,340,8,15
2850,2099,25,170,4,14
2852,1799,33,170,4,14
2856,2274,33,424,8,14
2858,1995,66,212,8,14
2860,2490,66,426,8,15
2862,1990,50,420,4,14
2864,2699,66,245,8,15
2866,2627,66,424,8,15
2870,1490,33,107,2,15
2872,2329,66,212,4,14
2876,1835,66,340,4,14
2880,1590,25,214,4,14
2882,2144,66,214,4,14
2884,1695,33,214,4,14
2886,1890,50,214,4,15
2888,2989,66,424,8,14
2890,2899,66,212,4,17
2892,1995,50,212,8,14
2900,2525,66,530,16,15
2902,2389,33,120,4,17
2906,1619,25,120,4,15
2908,2135,33,425,8,17
2910,2595,50,528,16,14
2912,2550,66,340,8,15
2914,2344,50,426,8,14
2916,2690,50,528,16,15
2918,1944,50,214,4,14
2920,1795,50,420,4,14
2924,3799,66,527,8,17
2926,1690,33,340,4,14
2928,2590,33,528,16,14
2932,3044,66,528,16,14
2938,1790,66,107,2,15
2940,1794,33,212,4,14
2942,1765,33,425,8,15
2944,2220,33,528,8,14
2946,2405,33,424,8,15
2948,2929,50,340,4,17
2950,1369,25,120,4,14
2952,1699,33,340,4,14
2954,1790,33,214,4,15
2956,2090,66,214,4,15
2958,1655,66,340,4,14
2962,3089,66,424,8,14
2964,1699,33,120,4,14
2966,2344,33,426,8,14
2970,1559,33,212,4,14
2972,2444,25,528,16,14
2974,1444,33,107,2,14
2976,2125,66,425,8,15
2978,2244,33,426,8,14
2980,3659,66,424,8,17
2982,1705,33,340,4,14
2984,2090,33,426,8,15
2986,2490,33,528,16,14
2988,1819,33,120,4,14
2994,1544,33,107,2,14
2996,2744,33,528,16,14
3002,1990,25,426,8,15
3004,2259,50,340,4,14
3006,2144,25,426,8,14
3008,1290,25,107,2,14
3012,3749,66,450,16,17
3014,2199,50,425,8,15
3016,2044,50,214,4,14
3018,2469,33,340,4,15
3024,3239,66,424,8,15
3026,2225,50,212,8,15
1560,2495,66,426,8,14
1562,2090,25,426,8,15
1564,2244,33,214,4,14
1568,2290,66,214,4,15
1570,2190,50,214,4,14
1572,1395,25,107,4,14
1574,1599,25,120,4,14
1576,1695,25,214,4,14
1578,2144,66,107,2,14
1582,1499,25,120,4,14
1586,2294,33,426,8,14
1588,2699,66,245,8,15
1590,3144,66,528,16,14
1592,2290,66,214,4,14
1596,1799,33,120,4,14
1598,3334,66,528,16,15
1602,1644,25,107,2,14
1604,2249,33,230,4,15
1608,2990,50,528,16,15
1610,2090,33,214,4,14
1612,1995,33,340,8,15
1614,3315,66,545,8,17
1616,1925,33,250,4,15
1620,2694,66,426,8,14
1622,1925,66,340,4,14
1624,1295,25,170,4,14
1626,2095,50,214,4,14
1628,2644,66,426,8,14
1632,2449,50,230,4,15
1634,1944,33,214,4,14
1638,3319,66,527,4,15
1642,2774,33,340,4,14
1646,1519,50,130,4,14
1648,1395,25,170,4,14
1652,3065,33,545,8,17
1654,3044,33,528,16,14
1656,2099,33,120,4,14
1658,1964,25,120,4,14
1660,1490,25,107,2,15
1666,2994,33,528,16,14
1670,2744,33,528,16,14
1672,1944,50,107,2,14
1676,1495,33,107,2,14
1678,2195,66,214,4,14
1680,2199,50,230,8,15
1682,2295,50,340,8,15
1686,1795,33,214,4,14
1690,2044,33,214,4,14
1692,2244,33,426,8,14
1694,2344,50,214,4,14
1698,1844,25,214,4,14
1702,1544,25,107,2,14
1704,3649,66,450,8,15
1706,1890,50,107,2,14
1708,2490,50,340,8,15
1712,2815,50,340,8,17
1714,2315,33,545,4,15
1716,1369,33,130,4,14
1718,2649,50,340,8,15
1720,1999,33,170,4,14
1722,1599,66,130,4,14
1724,1790,33,107,2,14
1726,1879,50,170,4,14
1728,1399,33,212,4,14
1730,2095,33,340,8,15
1732,2044,50,107,2,14
1734,1995,33,212,4,17
1736,1395,25,170,4,15
1738,2999,66,450,16,15
1742,1990,33,212,4,14
1744,2799,66,450,8,15
1746,2359,33,245,8,14
1750,1899,33,120,4,14
1752,3190,66,424,16,15
1756,3198,66,450,16,15
1760,2145,33,340,8,15
1762,1790,33,107,2,15
1764,3249,66,450,4,15
1766,2590,66,426,8,14
1768,2795,66,340,8,17
1772,1539,25,212,4,14
1774,2699,33,240,4,14
1778,2999,66,424,8,15
1780,1890,33,214,4,15
1784,1449,25,212,4,14
1788,1499,33,212,4,14
1790,3199,66,340,16,15
1793,1899,33,120,4,14
1795,3244,66,528,16,14
1799,1798,25,120,4,14
1805,1795,33,214,8,14
1807,2095,33,212,4,17
1809,2344,50,214,4,14
1811,1964,25,120,4,14
1813,2190,50,107,2,14
1815,1899,25,120,4,14
1817,2490,50,426,8,15
1819,1925,66,340,4,15
1821,2995,66,528,8,15
1823,2395,50,426,8,14
1825,2390,33,214,4,14
1827,2475,33,340,8,17
1829,2144,25,426,8,14
1831,2799,50,230,8,15
1835,2799,66,450,8,15
1837,3899,66,527,16,17
1841,2095,33,212,4,17
1843,2329,33,340,8,17
1845,1649,25,120,4,14
1847,1828,25,120,4,14
1849,2944,33,528,16,14
1851,2605,66,545,8,15
1853,2024,25,120,4,14
1855,2590,66,426,8,15
1859,3144,66,528,16,14
1861,2390,66,424,4,14
1863,1945,33,340,4,15
1865,2168,33,212,4,14
1867,2595,33,424,8,17
1869,2890,25,528,16,14
1871,2685,66,545,8,14
1873,1999,50,245,4,15
1875,2285,66,340,8,15
1877,1844,25,214,4,14
1879,3044,50,528,16,14
1883,2999,66,340,8,15
1885,2990,50,528,16,15
1887,2144,33,214,4,14
1889,1799,33,230,4,14
1891,2055,33,340,8,15
1893,1644,33,107,2,14
1895,2295,50,424,8,15
1897,3144,50,528,16,14
1899,1944,33,107,2,14
1901,2185,25,528,8,14
1903,1844,33,107,2,14
1909,2374,33,120,4,14
1913,1999,33,340,8,14
1915,2090,25,426,8,15
1919,1749,50,245,4,15
1921,1929,33,245,4,15
1923,2044,50,107,2,14
1925,2175,33,425,8,15
1927,2795,33,528,16,14
1931,2895,50,528,16,14
1935,2405,66,425,8,15
1937,2190,33,214,4,14
1941,1695,33,340,4,15
1951,2244,33,214,4,14
1957,1395,25,107,2,14
1959,1599,50,245,4,14
1963,1895,25,212,4,17
1965,3399,66,527,4,15
1967,2699,33,240,4,14
1969,2744,66,426,8,14
1971,1490,25,107,2,15
1973,2285,33,528,8,14
1975,1699,25,212,4,14
1977,2138,33,212,4,14
1981,2644,25,528,16,14
1983,1544,25,107,2,14
1985,2495,25,528,16,14
1989,2090,33,107,2,14
1991,2044,33,214,4,14
1995,1395,25,240,4,14
1997,2590,25,528,16,15
1999,1788,25,212,4,14
2001,3495,50,452,8,14
2003,1494,25,240,4,15
2005,2190,33,426,8,15
2007,2690,33,426,8,14
2009,2544,50,426,8,14
2011,2799,66,340,16,15
2015,2744,25,528,16,14
2017,1749,66,245,4,14
2019,1495,33,212,4,14
2023,1890,50,107,2,15
2025,1709,25,120,4,14
2027,2804,33,340,4,14
2029,2244,33,426,8,14
2033,2559,66,340,8,17
2035,2290,66,214,4,15
2037,2195,50,340,8,15
2039,2990,33,528,16,14
2043,2975,33,1370,8,14
2045,2685,66,528,8,14
2047,2444,33,426,8,14
2048,2069,33,340,4,14
2050,1994,33,120,4,14
2054,1804,25,120,4,14
2056,1574,25,212,4,14
2060,2299,66,120,4,14
2062,3795,33,1000,16,14
2064,1795,50,424,4,14
2066,3899,66,527,16,17
2068,3144,66,528,16,14
2070,2890,66,426,8,14
2072,2449,25,245,4,14
2074,2995,66,528,8,15
2076,3190,50,528,16,14
2078,1995,33,424,8,14
2080,1494,33,240,4,15
2082,2290,66,214,4,15
2086,2135,33,540,8,15
2088,2495,25,528,16,14
2090,2644,66,426,8,14
2092,1590,33,107,2,15
2094,2654,33,340,4,14
2096,1990,33,214,4,15
2098,2244,33,426,8,14
