"id","price","speed","hd","ram","screen","computer_category"
6234,1844,100,528,8,14,"ultra"
5765,1575,75,730,8,15,"ultra"
4297,1799,66,340,4,15,"ultra"
3889,2365,33,540,8,17,"mega"
1136,2745,66,250,8,17,"hyper"
667,2699,33,345,16,15,"mega"
4562,3043,33,1000,24,15,"extreme"
1340,3899,66,345,16,17,"uber"
1605,3044,50,528,16,14,"hyper"
4623,1888,66,340,8,15,"super"
5031,1654,66,214,4,14,"special"
1809,2344,50,214,4,14,"mega"
5561,2440,100,850,16,15,"ultrasuper"
2543,2344,33,426,8,14,"mega"
2482,2120,25,528,8,14,"ultra"
2074,2995,66,528,8,15,"hyper"
3950,2627,100,540,8,15,"mega"
3012,3749,66,450,16,17,"uber"
2951,2927,66,424,16,15,"hyper"
3481,2299,100,425,8,14,"mega"
1870,1744,33,107,2,14,"special"
6030,1690,50,850,8,15,"ultra"
5296,2323,33,720,16,15,"ultrasuper"
932,2595,33,452,16,14,"mega"
5826,1724,50,545,4,17,"ultra"
2808,2274,33,424,8,14,"mega"
198,1995,33,130,4,14,"super"
5357,1929,66,1000,8,14,"ultrasuper"
55,2199,33,212,8,14,"super"
3277,2899,100,527,16,15,"hyper"
3216,1929,25,120,4,17,"super"
3746,1359,25,120,4,14,"special"
3542,2419,33,212,4,17,"mega"
728,2744,33,452,16,14,"hyper"
4154,1395,25,340,8,14,"special"
4215,3195,66,1080,16,17,"extreme"
1462,1999,33,230,8,15,"super"
1197,2599,50,230,4,14,"mega"
1401,2394,66,214,4,14,"mega"
1666,2994,33,528,16,14,"hyper"
789,1845,66,210,4,14,"super"
993,1299,33,130,4,14,"special"
4419,1468,33,340,4,15,"special"
2135,2179,33,340,4,14,"super"
1054,1945,33,250,4,14,"super"
4949,2140,50,1000,8,14,"ultrasuper"
2339,2769,33,340,8,15,"hyper"
4480,1999,66,340,8,14,"super"
1992,5399,66,1200,32,17,"uber"
5418,1490,50,340,4,14,"special"
259,1775,33,170,4,14,"super"
1931,2895,50,528,16,14,"hyper"
5948,1740,66,528,8,15,"ultra"
5214,1599,66,545,4,15,"ultra"
5153,2695,33,1000,24,15,"extreme"
320,2195,66,170,4,14,"super"
5275,1989,66,425,8,15,"ultra"
5683,2844,66,1000,24,15,"extreme"
5622,1245,66,340,4,14,"special"
6152,2554,75,1200,24,15,"ultrasuper"
4133,2129,66,420,8,14,"super"
3134,1995,33,426,8,14,"ultra"
524,2325,33,250,8,15,"mega"
585,3265,33,540,8,17,"hyper"
2053,2995,66,528,16,14,"hyper"
3603,2495,50,528,16,14,"mega"
5887,1773,50,270,4,14,"super"
4072,1970,66,420,4,14,"ultra"
3460,2215,100,425,8,15,"mega"
3399,2290,25,528,16,14,"mega"
3338,1690,33,214,4,15,"special"
1523,2095,33,426,8,14,"super"
1380,2699,66,340,8,15,"mega"
3868,1745,66,425,8,15,"ultra"
3807,2543,100,426,8,14,"mega"
4337,2945,33,1000,24,14,"extreme"
4398,1895,66,730,8,15,"ultra"
177,2399,50,212,4,14,"mega"
4745,2593,33,720,16,15,"ultrasuper"
1788,1499,33,212,4,14,"special"
4867,1299,33,428,4,15,"special"
3664,2744,100,426,8,14,"hyper"
2196,2420,50,528,8,14,"mega"
4806,1408,33,340,4,14,"special"
2318,1644,25,107,2,14,"special"
5540,2873,100,1000,24,15,"extreme"
5010,1794,50,214,4,14,"super"
2257,2388,25,120,4,14,"mega"
1645,1809,50,210,4,15,"super"
6009,2540,100,1000,16,17,"ultrasuper"
381,2125,33,250,8,15,"super"
2726,1644,25,214,4,14,"special"
503,1990,25,214,4,15,"super"
442,2125,33,250,8,15,"super"
850,2144,33,214,4,14,"super"
5071,2590,33,720,16,17,"ultrasuper"
4459,1799,66,340,8,14,"ultra"
911,2995,66,452,16,14,"hyper"
5744,1704,50,528,8,14,"ultra"
2522,3039,66,420,4,15,"hyper"
1910,2498,50,320,8,15,"mega"
1849,2944,33,528,16,14,"hyper"
3195,1490,33,107,2,15,"special"
2991,1795,50,214,4,14,"super"
5866,2095,50,850,16,15,"ultrasuper"
5805,1299,66,270,4,15,"special"
6213,2890,100,1200,24,17,"extreme"
3929,2490,100,426,8,14,"mega"
4724,2554,66,720,16,15,"ultrasuper"
2583,2795,50,528,16,14,"hyper"
646,4098,33,345,16,17,"uber"
1176,2395,33,212,8,17,"mega"
95,2995,66,340,16,14,"hyper"
6070,2554,75,1200,24,15,"ultrasuper"
1115,2299,66,120,4,14,"mega"
4194,1999,66,420,8,14,"ultra"
6131,1804,100,850,8,14,"ultra"
3990,1799,50,250,4,15,"super"
4602,1740,33,214,4,15,"special"
4663,3290,33,1000,24,15,"extreme"
4051,1495,33,426,4,14,"special"
2848,1999,66,340,8,15,"super"
5336,3090,33,1000,24,15,"extreme"
5132,1398,50,340,4,14,"special"
2909,2509,50,340,4,15,"mega"
3317,2195,66,426,8,14,"mega"
2787,1944,50,214,4,14,"super"
34,2475,50,210,4,15,"mega"
4316,2340,33,720,16,15,"ultrasuper"
1237,1595,33,212,4,15,"special"
238,1695,33,170,4,14,"special"
4928,1918,66,540,8,14,"ultra"
1767,2190,33,426,8,15,"mega"
4255,3443,100,1000,24,14,"extreme"
3256,1890,66,214,4,14,"super"
2379,1494,33,240,4,15,"special"
2236,2090,50,107,2,14,"super"
1033,2744,25,540,16,14,"hyper"
707,3398,66,345,16,15,"uber"
5397,2338,100,850,8,17,"ultrasuper"
1094,2244,33,426,8,14,"mega"
1502,2595,33,528,16,14,"mega"
5601,1580,66,540,8,15,"ultra"
299,1899,33,170,4,14,"super"
2501,2924,66,245,4,14,"hyper"
1298,1929,66,210,4,15,"super"
3052,1975,33,424,8,14,"ultra"
5662,1824,66,428,4,17,"ultra"
2766,2795,66,340,8,15,"hyper"
5254,3140,66,1000,24,15,"extreme"
3521,2249,66,212,4,14,"super"
4520,2218,66,340,8,17,"mega"
686,2495,33,340,8,14,"mega"
5723,1899,100,545,8,15,"ultra"
972,2194,25,426,8,14,"mega"
1971,1490,25,107,2,15,"special"
4642,3104,33,1000,24,15,"extreme"
3174,1995,33,424,8,14,"ultra"
1441,4999,66,525,8,17,"uber"
4785,2244,66,528,8,14,"mega"
2358,2844,33,528,16,14,"hyper"
3439,2394,50,426,8,14,"mega"
1706,1890,50,107,2,14,"super"
2705,3094,50,528,16,14,"hyper"
1685,1890,33,214,4,14,"super"
3908,3154,66,1000,24,14,"extreme"
5193,1528,33,428,4,17,"special"
5519,1699,66,270,4,14,"special"
5172,1699,66,420,8,14,"ultra"
1359,2444,66,214,4,14,"mega"
2644,2944,66,340,8,17,"hyper"
2970,1559,33,212,4,14,"special"
3092,2144,33,426,8,14,"super"
1828,2699,66,245,8,15,"mega"
3113,3089,66,424,8,14,"hyper"
5988,1465,50,1000,4,14,"ultra"
543,2799,33,240,4,14,"hyper"
4846,1645,66,340,8,14,"special"
3378,1695,33,425,8,15,"ultra"
890,1895,33,214,4,14,"super"
1950,1395,25,107,4,14,"special"
3704,1544,33,107,2,14,"special"
829,1794,33,107,2,14,"super"
4377,1795,66,420,4,14,"ultra"
3357,1695,50,340,8,14,"special"
4173,2490,100,426,8,14,"mega"
3847,2658,50,212,4,15,"mega"
5111,1495,33,214,4,14,"special"
808,2544,33,340,8,14,"mega"
1624,1295,25,170,4,14,"special"
6192,2154,66,850,16,15,"ultrasuper"
2562,1795,33,240,4,14,"super"
4764,1599,66,340,8,15,"special"
5580,2094,100,528,8,14,"ultra"
3643,2894,66,528,16,14,"hyper"
13,2045,50,130,4,14,"super"
5029,1598,33,424,4,14,"special"
1889,1799,33,230,4,14,"super"
4112,1475,33,200,4,14,"special"
3031,2425,66,212,8,15,"mega"
5498,2223,100,528,8,14,"mega"
5845,1574,50,270,4,14,"special"
1563,2374,33,120,4,14,"mega"
951,3244,66,452,16,14,"hyper"
2949,1839,25,212,4,15,"super"
4234,3154,66,1000,24,14,"extreme"
2032,2595,66,424,4,17,"mega"
5376,1199,33,428,4,14,"special"
400,2395,33,340,8,14,"mega"
2154,1569,50,245,4,14,"special"
421,3090,66,452,16,14,"hyper"
2827,2844,33,528,16,14,"hyper"
4356,1549,33,210,4,15,"special"
74,3044,50,245,8,14,"hyper"
2297,1595,25,340,8,14,"special"
3296,1990,100,340,4,15,"super"
2276,2119,25,120,4,14,"super"
6110,1504,100,528,4,14,"special"
5784,2595,66,1000,24,15,"ultrasuper"
4968,1199,33,428,4,15,"special"
3214,1844,66,107,2,14,"super"
4499,1778,33,340,4,17,"ultra"
3235,1395,33,214,4,14,"special"
5437,1789,50,212,8,15,"super"
1134,1567,25,107,8,14,"special"
4295,2098,50,340,4,17,"super"
6253,1690,66,1200,8,14,"ultra"
2888,2989,66,424,8,14,"hyper"
3948,1395,33,214,4,14,"special"
2215,1699,66,245,4,14,"special"
1155,4095,66,500,16,17,"uber"
339,2905,66,250,8,17,"hyper"
5355,1899,66,540,8,15,"ultra"
2684,2645,66,424,8,17,"mega"
6049,1994,100,850,8,14,"ultra"
5233,2595,33,1000,24,15,"ultrasuper"
2806,1775,33,420,4,14,"ultra"
6171,1754,66,850,8,15,"ultra"
3500,2890,75,528,16,14,"hyper"
5702,1645,66,540,8,15,"ultra"
726,2090,66,107,2,14,"super"
1073,1695,25,214,8,14,"special"
3969,1745,33,425,8,15,"ultra"
3153,1694,33,107,2,14,"special"
4682,2099,66,420,8,14,"super"
1542,1599,33,212,4,14,"special"
4438,1718,66,212,4,14,"special"
604,2590,25,452,16,15,"mega"
5620,1940,100,528,8,14,"ultra"
4560,2943,66,528,8,14,"hyper"
4703,2495,66,720,16,15,"ultrasuper"
5967,2240,66,1200,16,15,"ultrasuper"
3540,2644,33,528,16,14,"mega"
2480,3397,66,450,16,15,"uber"
5641,2195,66,850,16,15,"ultrasuper"
1338,1659,25,120,4,14,"special"
4947,1858,50,540,8,15,"ultra"
665,2599,33,240,4,15,"mega"
5906,1908,66,545,4,17,"ultra"
1807,2095,33,212,4,17,"super"
2867,2039,33,212,4,14,"super"
4621,3190,50,1000,24,15,"extreme"
1277,2295,33,426,8,14,"mega"
4825,1890,33,528,8,15,"ultra"
3132,2644,33,528,16,14,"mega"
5090,1999,66,730,8,15,"ultra"
1746,2359,33,245,8,14,"mega"
2745,1595,33,214,4,14,"special"
583,3365,50,540,8,17,"hyper"
3479,2215,66,425,8,15,"mega"
2011,2799,66,340,16,15,"hyper"
196,2055,33,250,8,14,"super"
5946,2745,100,1000,24,15,"extreme"
1399,1879,50,170,4,14,"super"
3418,1690,33,340,4,14,"special"
5559,1974,66,545,8,17,"ultra"
3397,1890,25,426,8,14,"ultra"
4886,2334,66,730,8,17,"ultrasuper"
869,2620,50,340,8,15,"mega"
6028,1440,66,528,4,15,"special"
1317,1994,50,107,2,14,"super"
2133,2627,66,424,8,15,"mega"
5294,1828,66,270,4,14,"super"
930,1844,33,107,2,14,"super"
5273,1885,66,730,8,15,"ultra"
5151,2690,50,720,16,17,"hyper"
6232,2390,66,850,16,17,"ultrasuper"
5824,2873,100,1000,24,15,"extreme"
175,3795,33,452,8,14,"uber"
53,2995,66,340,8,15,"hyper"
3683,2490,75,426,8,15,"mega"
3275,2249,66,212,4,14,"super"
6211,2254,100,850,16,15,"ultrasuper"
3071,2290,50,426,8,14,"mega"
1603,2444,33,426,8,14,"mega"
3744,2599,100,527,8,15,"mega"
1582,1499,25,120,4,14,"special"
5885,2440,66,850,16,17,"ultrasuper"
2072,2449,25,245,4,14,"mega"
4213,2378,25,212,4,17,"mega"
5538,1644,50,340,4,14,"special"
318,2605,33,250,8,17,"mega"
4417,1628,33,212,4,14,"special"
4478,3485,66,2100,16,15,"extreme"
3254,1890,66,214,4,15,"super"
114,2895,50,340,16,14,"hyper"
1868,3198,66,450,16,15,"hyper"
1256,2190,33,426,8,14,"mega"
3723,1395,25,214,4,14,"special"
4070,2568,33,270,4,15,"mega"
2337,2779,66,340,4,14,"hyper"
5681,1724,50,545,4,17,"ultra"
1174,2015,66,210,4,14,"super"
4539,2054,66,214,4,14,"super"
257,3035,50,250,8,17,"hyper"
3601,2149,66,212,4,14,"super"
2581,1890,50,214,4,14,"super"
1990,1299,25,120,4,14,"special"
2602,2199,50,340,8,17,"super"
1052,2295,66,250,8,15,"mega"
6068,2790,75,1200,24,17,"extreme"
379,1595,33,85,2,14,"special"
522,2590,33,340,8,14,"mega"
1521,1790,33,212,4,14,"super"
501,2145,50,170,4,14,"super"
4804,1499,33,340,4,15,"special"
4009,2595,100,540,8,14,"mega"
5742,1594,50,340,4,14,"special"
3988,2444,33,528,16,14,"mega"
2255,2294,33,424,8,14,"mega"
1460,2495,25,528,16,14,"mega"
3193,3304,66,420,16,17,"hyper"
1439,3495,66,500,16,14,"uber"
2724,2894,33,528,16,14,"hyper"
4274,1965,66,540,8,14,"ultra"
644,2990,50,452,16,15,"hyper"
766,2144,50,107,2,14,"super"
2520,3390,66,528,16,14,"uber"
1725,2190,50,340,4,14,"super"
3458,1589,25,212,4,14,"special"
4253,1649,66,212,4,15,"special"
2989,1894,33,214,4,14,"super"
4743,1995,66,420,8,15,"ultra"
3927,2595,66,528,8,15,"mega"
2173,1995,25,426,8,14,"ultra"
909,2844,33,452,16,14,"hyper"
2194,2144,66,107,2,14,"super"
1378,1890,50,107,2,15,"super"
5660,2415,75,730,16,17,"ultrasuper"
4396,1645,33,214,4,14,"special"
2663,2090,25,426,8,15,"super"
1847,1828,25,120,4,14,"super"
1031,2899,50,240,4,14,"hyper"
705,1890,25,214,4,15,"super"
5008,1540,33,214,4,15,"special"
4192,2095,66,426,8,14,"super"
4987,2209,66,540,8,17,"mega"
4661,1238,33,250,2,15,"special"
2459,2890,66,426,8,14,"hyper"
1643,3589,66,527,8,15,"uber"
3845,2004,33,426,8,14,"ultra"
5130,1604,66,214,4,14,"special"
2928,2590,33,528,16,14,"mega"
2112,2844,33,528,16,14,"hyper"
3172,2844,100,426,8,14,"hyper"
970,2594,50,426,8,14,"mega"
3866,2099,33,420,4,14,"super"
32,1995,25,130,4,14,"super"
1092,1667,33,107,8,14,"special"
4926,2409,66,1000,8,17,"ultrasuper"
4131,2399,66,528,8,15,"mega"
5864,2004,75,545,8,17,"ultra"
4110,1379,33,340,4,14,"special"
5395,2304,66,720,16,15,"ultrasuper"
4600,1549,33,210,4,15,"special"
297,2155,33,250,8,14,"super"
4579,1288,33,340,4,15,"special"
2846,2049,50,340,8,14,"super"
5069,1644,33,214,4,14,"special"
1235,2044,66,107,2,14,"super"
2030,2995,66,528,16,14,"hyper"
3315,1925,33,212,4,17,"super"
4865,1840,33,528,8,15,"ultra"
4049,1805,33,425,8,15,"ultra"
3437,1999,33,212,4,15,"super"
1704,3649,66,450,8,15,"uber"
2316,1768,33,120,4,14,"super"
1500,1890,33,214,4,14,"super"
1357,2994,33,528,16,14,"hyper"
5191,1904,66,528,8,14,"ultra"
5334,2994,66,1000,24,15,"extreme"
4518,2244,66,214,4,14,"super"
6251,2495,66,1200,24,15,"ultrasuper"
3111,1299,33,212,4,14,"special"
5599,1908,66,428,4,17,"ultra"
1969,2744,66,426,8,14,"hyper"
4171,2349,100,420,8,15,"mega"
3580,2179,66,425,8,14,"super"
3519,2144,33,426,8,14,"super"
2438,2995,66,528,16,14,"hyper"
1622,1925,66,340,4,14,"super"
358,2645,66,250,8,15,"mega"
4457,2490,66,1000,8,14,"ultrasuper"
4783,1445,66,214,4,14,"special"
5578,2145,66,364,8,14,"super"
3376,1625,33,240,4,14,"special"
1908,1795,50,424,4,14,"ultra"
2703,2290,33,426,8,15,"mega"
3498,2695,66,528,8,15,"hyper"
1296,1944,33,214,4,14,"super"
2377,2590,66,426,8,15,"mega"
6190,2390,66,850,16,17,"ultrasuper"
4436,1999,66,420,8,14,"ultra"
5252,1799,66,420,8,14,"ultra"
4722,1999,66,540,8,15,"ultra"
1561,2390,33,340,8,14,"mega"
1887,2144,33,214,4,14,"super"
5721,1345,50,340,4,14,"special"
2642,1999,25,170,4,14,"super"
3906,2243,66,426,8,14,"mega"
5843,2199,66,850,16,15,"ultrasuper"
154,2075,33,250,8,14,"super"
5456,2364,66,425,8,17,"mega"
4375,2840,100,720,16,14,"hyper"
3763,2343,33,528,16,14,"mega"
5517,2898,100,730,16,15,"hyper"
2907,2243,33,426,8,14,"mega"
1826,2244,50,214,4,14,"super"
2621,2989,66,424,8,14,"hyper"
2295,1299,25,120,4,14,"special"
5925,1390,50,340,4,15,"special"
4844,1399,33,210,4,14,"special"
72,2725,33,210,4,17,"hyper"
5782,1940,100,528,8,15,"ultra"
827,1559,50,130,4,14,"special"
4640,1818,66,340,4,17,"ultra"
4028,2095,66,426,8,14,"super"
215,2985,66,250,8,17,"hyper"
4314,2318,66,428,8,17,"mega"
2091,2374,33,212,4,14,"mega"
1948,1944,50,107,2,14,"super"
3702,2529,100,420,8,14,"mega"
2234,1895,66,107,2,14,"super"
6047,2344,66,1000,16,15,"ultrasuper"
806,2399,50,340,8,14,"mega"
2560,1395,33,107,2,14,"special"
888,3090,66,452,16,14,"hyper"
4232,2890,100,528,16,14,"hyper"
4293,2915,66,1080,16,15,"extreme"
3029,2095,33,426,8,14,"super"
5313,2404,66,720,16,15,"ultrasuper"
1683,1490,25,107,2,14,"special"
2213,1744,33,107,2,14,"special"
480,2290,50,214,4,15,"mega"
2764,1490,33,107,2,14,"special"
2152,2785,33,540,8,17,"hyper"
6169,2290,100,1200,16,15,"ultrasuper"
949,1639,66,130,4,14,"special"
3233,1399,33,170,4,14,"special"
4497,1999,66,528,8,15,"ultra"
5027,2990,66,1000,24,15,"extreme"
3967,1625,33,425,8,15,"special"
684,3720,66,500,8,14,"uber"
2417,2620,66,528,8,14,"mega"
2478,1895,66,107,2,14,"super"
745,1945,33,250,4,14,"super"
1153,1729,66,170,4,14,"special"
337,1795,33,170,4,14,"super"
398,1795,33,170,4,14,"super"
1214,2095,33,340,8,15,"super"
1418,2290,66,214,4,14,"mega"
5700,2804,100,1000,24,15,"extreme"
3212,2290,100,214,4,14,"mega"
4701,3189,100,728,8,14,"hyper"
2356,2698,50,320,8,15,"mega"
602,2590,25,452,16,14,"mega"
4619,3190,66,720,16,17,"hyper"
6108,1449,66,540,8,14,"special"
5374,2339,33,212,8,17,"mega"
4089,3349,100,728,8,14,"uber"
2070,2890,66,426,8,14,"hyper"
1010,2565,33,340,8,17,"mega"
2825,2790,33,528,16,14,"hyper"
2009,2544,50,426,8,14,"mega"
1397,1369,33,130,4,14,"special"
4966,2345,66,528,8,15,"mega"
276,2995,66,340,16,14,"hyper"
4823,1899,66,527,8,14,"ultra"
4884,1940,33,528,8,15,"ultra"
5435,2995,100,364,8,14,"hyper"
5170,2844,33,1000,24,15,"extreme"
2274,1395,33,214,4,14,"special"
2335,2844,33,528,16,14,"hyper"
2886,1890,50,214,4,15,"super"
5639,1824,66,545,4,17,"ultra"
194,2055,50,170,4,14,"super"
2804,1594,33,107,2,14,"special"
3355,2259,25,212,4,17,"super"
3090,1844,33,214,4,14,"super"
663,2489,50,250,8,15,"mega"
3069,1829,33,212,4,14,"super"
3151,1595,66,214,4,14,"special"
541,2690,33,452,16,15,"mega"
3008,1290,25,107,2,14,"special"
4476,3040,33,1000,24,14,"extreme"
1071,2544,50,426,8,14,"mega"
3559,2099,33,420,8,14,"super"
459,2905,66,250,8,17,"hyper"
3803,2854,33,1000,24,14,"extreme"
1540,1769,33,170,4,14,"super"
5904,1749,66,540,8,14,"ultra"
1866,2890,66,426,8,14,"hyper"
5210,1790,33,528,8,14,"ultra"
4558,2099,66,420,8,14,"super"
3824,2145,66,540,8,15,"ultra"
5149,1999,66,730,8,15,"ultra"
2661,1590,50,107,2,14,"special"
3416,1790,50,214,4,14,"super"
1275,1995,33,214,4,14,"super"
4945,2093,50,528,8,14,"ultra"
4068,2243,66,426,8,14,"mega"
3885,2629,100,420,8,15,"mega"
1744,2799,66,450,8,15,"hyper"
5414,2190,100,528,8,15,"mega"
1988,1878,33,120,4,14,"super"
1336,4095,66,500,16,17,"uber"
4762,1395,50,214,4,14,"special"
2865,1590,25,214,4,15,"special"
5475,2259,66,730,8,17,"ultrasuper"
1805,1795,33,214,8,14,"super"
2682,1119,33,125,2,14,"special"
316,1995,50,170,4,14,"super"
2926,1690,33,340,4,14,"special"
5292,1578,50,270,4,14,"special"
133,2220,33,250,4,14,"super"
3334,2190,50,426,8,14,"mega"
173,1795,33,170,4,15,"super"
1601,2439,50,340,8,17,"mega"
5496,1999,100,545,8,15,"ultra"
3599,2699,100,450,8,15,"hyper"
2518,2395,66,340,8,15,"mega"
5557,1898,66,420,8,14,"ultra"
2947,2769,66,340,8,14,"hyper"
1050,1795,33,214,4,14,"super"
438,2019,33,120,4,14,"super"
3477,1495,33,340,4,14,"special"
5965,2554,50,1200,24,15,"ultrasuper"
1519,2190,33,426,8,14,"mega"
4394,2440,100,528,8,15,"mega"
3946,2365,66,540,8,15,"mega"
867,1999,66,210,4,15,"super"
4537,2240,33,1000,8,14,"ultrasuper"
5332,1899,66,730,8,15,"ultra"
5822,1790,66,730,8,15,"ultra"
6230,2344,66,850,16,15,"ultrasuper"
2457,1982,25,212,4,14,"super"
4659,1840,50,214,4,15,"super"
3742,1925,33,340,4,17,"super"
3681,1595,66,214,4,14,"special"
5271,1495,33,528,8,14,"special"
2579,2259,50,340,4,14,"mega"
4211,1399,50,210,4,14,"special"
1132,1948,66,130,4,14,"super"
2722,1529,33,245,4,15,"special"
6066,1345,66,528,8,14,"special"
520,2025,50,170,4,14,"super"
4150,1559,66,212,4,14,"special"
5740,1749,66,545,8,15,"ultra"
2844,2609,33,212,4,17,"mega"
4007,1890,33,340,4,17,"super"
2539,1790,33,214,4,14,"super"
642,2675,33,250,8,17,"mega"
295,2299,50,212,4,14,"mega"
1927,2795,33,528,16,14,"hyper"
4415,2154,66,528,8,14,"ultra"
5536,1840,66,528,8,15,"ultra"
5658,1749,100,540,8,15,"ultra"
2396,2199,33,340,8,17,"super"
724,2295,66,214,4,14,"mega"
6005,2394,66,1000,16,15,"ultrasuper"
3109,2869,66,340,8,14,"hyper"
5883,1799,75,545,8,15,"ultra"
1193,2095,33,426,8,14,"super"
3456,1559,33,212,4,14,"special"
560,2245,66,250,4,15,"super"
785,2348,33,245,8,14,"mega"
6087,2299,100,850,16,15,"ultrasuper"
907,2190,33,214,4,14,"super"
1029,1999,33,245,8,14,"super"
1254,2359,33,340,8,17,"mega"
3538,3239,50,340,8,17,"hyper"
2314,2390,25,426,8,14,"mega"
4985,1909,50,1000,8,15,"ultrasuper"
4272,2643,66,720,16,14,"ultrasuper"
989,1575,33,210,4,14,"special"
4190,1999,66,420,8,14,"ultra"
3374,1558,33,212,4,14,"special"
2192,1695,50,107,2,14,"special"
1458,3595,66,500,16,15,"uber"
5128,2399,66,730,16,15,"ultrasuper"
1294,2294,50,214,4,14,"mega"
6148,2495,66,1200,24,15,"ultrasuper"
1723,2595,66,340,4,17,"mega"
3048,1794,25,214,4,14,"super"
5250,2345,66,720,16,15,"ultrasuper"
377,2695,33,340,16,14,"mega"
5679,2598,66,730,16,15,"ultrasuper"
499,2190,33,214,4,14,"super"
5515,1599,66,540,8,14,"ultra"
4333,1299,33,340,4,14,"special"
581,1998,66,130,4,14,"super"
968,2295,50,107,4,14,"mega"
2966,2344,33,426,8,14,"mega"
4802,2643,66,528,8,14,"mega"
5944,1599,66,540,8,14,"ultra"
5393,1748,50,428,4,17,"ultra"
886,1999,33,230,4,14,"super"
3191,2090,100,107,2,15,"super"
3395,2490,33,528,16,15,"mega"
3313,1490,25,214,4,14,"special"
5780,1908,66,545,4,17,"ultra"
3660,1595,33,340,8,14,"special"
3864,1899,66,340,8,15,"super"
764,3048,33,345,16,15,"hyper"
213,2420,33,170,8,15,"mega"
1376,2694,25,528,16,14,"hyper"
1784,1449,25,212,4,14,"special"
1233,1399,33,130,4,14,"special"
3700,2970,66,420,16,15,"hyper"
1845,1649,25,120,4,14,"special"
6209,2495,66,1200,24,15,"ultrasuper"
5454,1395,50,340,4,14,"special"
1151,3670,66,500,16,14,"uber"
4863,1195,33,214,4,14,"special"
4129,2590,33,1000,16,14,"ultrasuper"
825,2590,25,452,16,15,"mega"
478,1720,33,170,4,14,"special"
2783,1699,33,120,4,14,"special"
2049,1709,25,170,4,14,"special"
5719,1660,75,540,8,15,"ultra"
1885,2990,50,528,16,15,"hyper"
1641,1590,33,107,2,15,"special"
5801,1499,50,545,4,15,"special"
3170,2044,75,107,2,14,"super"
5372,1554,33,214,4,14,"special"
2110,2744,25,528,16,14,"hyper"
234,2195,33,170,8,15,"super"
3639,2195,66,426,8,14,"mega"
5841,1940,100,528,8,15,"ultra"
5597,1545,75,540,8,15,"special"
3721,2319,33,340,4,14,"mega"
1090,1049,33,80,2,14,"special"
3292,1644,50,107,2,14,"special"
3517,2425,100,425,8,15,"mega"
1172,2990,50,540,16,14,"hyper"
1559,2165,33,340,8,15,"super"
743,1890,33,107,2,15,"super"
4251,2094,33,528,8,14,"ultra"
3986,1890,33,426,8,15,"ultra"
3904,2890,33,1000,24,14,"extreme"
4699,1590,33,214,4,14,"special"
1702,1544,25,107,2,14,"special"
1437,1295,25,170,4,14,"special"
1355,2590,66,426,8,15,"mega"
2619,3379,66,527,8,15,"uber"
2171,2495,66,540,8,14,"mega"
4455,1899,66,420,8,14,"ultra"
5311,2259,66,730,8,17,"ultrasuper"
6106,1599,66,545,8,14,"ultra"
4047,2295,66,420,8,15,"mega"
1906,1595,33,340,4,14,"special"
2762,2090,66,214,4,14,"super"
3557,1594,33,340,4,15,"special"
4516,1778,50,340,4,17,"ultra"
2375,2090,50,214,4,15,"super"
5576,2890,50,1000,24,17,"extreme"
2884,1695,33,214,4,14,"special"
1967,2699,33,240,4,14,"mega"
4720,2643,66,720,16,15,"ultrasuper"
9,2225,50,210,8,14,"super"
804,3499,66,450,8,17,"uber"
2436,2244,25,426,8,14,"mega"
3578,1249,25,100,4,14,"special"
3496,2244,50,426,8,14,"mega"
4291,1974,33,200,4,14,"super"
2232,2044,33,214,4,14,"super"
3843,2194,33,426,8,14,"mega"
947,1745,33,210,4,14,"special"
1742,1990,33,212,4,14,"super"
2701,2799,66,340,16,15,"hyper"
4312,2090,100,214,4,14,"super"
3965,3188,50,212,4,17,"hyper"
1069,2344,50,214,4,14,"mega"
6188,1844,100,528,8,14,"ultra"
4781,1945,50,528,8,14,"ultra"
3761,2943,100,528,16,14,"hyper"
5963,1891,50,364,8,14,"ultra"
621,2555,50,250,8,17,"mega"
5046,1899,66,730,8,14,"ultra"
1212,1865,33,250,4,14,"super"
3883,1849,33,340,4,14,"ultra"
4108,1408,33,340,4,14,"special"
5984,1615,100,1000,4,14,"ultra"
4230,1989,33,270,4,14,"super"
1334,1890,33,214,4,15,"super"
2497,2004,25,212,4,14,"super"
3231,3499,100,1000,16,15,"extreme"
2150,2595,66,424,4,17,"mega"
5290,2148,66,730,8,17,"ultrasuper"
417,1995,33,250,8,14,"super"
6249,2623,66,1200,24,15,"extreme"
2415,2444,66,214,4,14,"mega"
6228,2554,66,1200,24,15,"ultrasuper"
4373,2098,33,340,4,17,"super"
4169,1445,50,214,4,14,"special"
3353,3244,100,528,16,14,"hyper"
1599,2795,66,545,8,14,"hyper"
682,1495,33,170,4,14,"special"
1620,2694,66,426,8,14,"hyper"
1273,1699,33,212,4,14,"special"
5555,1299,66,340,4,14,"special"
5107,1368,50,428,4,15,"special"
2089,1489,25,120,4,14,"special"
3618,1944,50,214,4,14,"super"
3475,2065,66,540,8,15,"ultra"
1416,1599,66,130,4,14,"special"
4434,1744,33,214,4,14,"special"
4087,1599,33,210,4,14,"special"
2333,1844,50,107,2,14,"super"
4903,1845,50,528,8,14,"ultra"
2354,1975,66,420,4,14,"ultra"
