ID,x,t,y,c
a,9.5e+01,7.9e+02,7.11e+02,-5.3640879452305015e-15
a,9.5e+01,7.9e+02,7.115e+02,-1.130635309063691e-14
a,9.5e+01,7.9e+02,7.12e+02,-2.064046519322998e-14
a,9.5e+01,7.9e+02,7.125e+02,-3.433740202703602e-14
a,9.5e+01,7.9e+02,7.13e+02,-5.310822704968393e-14
a,9.5e+01,7.9e+02,7.135e+02,-7.689483780186906e-14
a,9.5e+01,7.9e+02,7.14e+02,-1.0403642079622582e-13
a,9.5e+01,7.9e+02,7.145e+02,-1.3001227339907255e-13
a,9.5e+01,7.9e+02,7.15e+02,-1.456814251867185e-13
a,9.5e+01,7.9e+02,7.155e+02,-1.350023713845939e-13
a,9.5e+01,7.9e+02,7.16e+02,-7.234756144659984e-14
a,9.5e+01,7.9e+02,7.165e+02,8.024190831228323e-14
a,9.5e+01,7.9e+02,7.17e+02,3.7515208703413486e-13
a,9.5e+01,7.9e+02,7.175e+02,8.794068431508929e-13
a,9.5e+01,7.9e+02,7.18e+02,1.671055832703377e-12
a,9.5e+01,7.9e+02,7.185e+02,2.8289458877499802e-12
a,9.5e+01,7.9e+02,7.19e+02,4.4121535979166875e-12
a,9.5e+01,7.9e+02,7.195e+02,6.4245333338970426e-12
a,9.5e+01,7.9e+02,7.2e+02,8.759427103284235e-12
a,9.5e+01,7.9e+02,7.205e+02,1.1120074628052904e-11
a,9.5e+01,7.9e+02,7.21e+02,1.2913340984478407e-11
a,9.5e+01,7.9e+02,7.215e+02,1.3118938823936447e-11
a,9.5e+01,7.9e+02,7.22e+02,1.0144418316501151e-11
a,9.5e+01,7.9e+02,7.225e+02,1.6889255214669624e-12
a,9.5e+01,7.9e+02,7.23e+02,-1.534301169807291e-11
a,9.5e+01,7.9e+02,7.235e+02,-4.481229949732277e-11
a,9.5e+01,7.9e+02,7.24e+02,-9.110616937799291e-11
a,9.5e+01,7.9e+02,7.245e+02,-1.5856309350645548e-10
a,9.5e+01,7.9e+02,7.25e+02,-2.50407195732352e-10
a,9.5e+01,7.9e+02,7.255e+02,-3.670212970129628e-10
a,9.5e+01,7.9e+02,7.26e+02,-5.033971271664327e-10
a,9.5e+01,7.9e+02,7.265e+02,-6.456548303978067e-10
a,9.5e+01,7.9e+02,7.27e+02,-7.666446631108857e-10
a,9.5e+01,7.9e+02,7.275e+02,-8.2085748861604e-10
a,9.5e+01,7.9e+02,7.28e+02,-7.392022459190699e-10
a,9.5e+01,7.9e+02,7.285e+02,-4.246760065529453e-10
a,9.5e+01,7.9e+02,7.29e+02,2.4944245312629213e-10
a,9.5e+01,7.9e+02,7.295e+02,1.4365275418979541e-09
a,9.5e+01,7.9e+02,7.3e+02,3.305562243223467e-09
a,9.5e+01,7.9e+02,7.305e+02,6.0183310273201404e-09
a,9.5e+01,7.9e+02,7.31e+02,9.690678539985771e-09
a,9.5e+01,7.9e+02,7.315e+02,1.4333844102504108e-08
a,9.5e+01,7.9e+02,7.32e+02,1.977300028017183e-08
a,9.5e+01,7.9e+02,7.325e+02,2.5542606764222403e-08
a,9.5e+01,7.9e+02,7.33e+02,3.076248459864408e-08
a,9.5e+01,7.9e+02,7.335e+02,3.400500635263895e-08
a,9.5e+01,7.9e+02,7.34e+02,3.3172694794612795e-08
a,9.5e+01,7.9e+02,7.345e+02,2.5416703189839932e-08
a,9.5e+01,7.9e+02,7.35e+02,7.1394699313414345e-09
a,9.5e+01,7.9e+02,7.355e+02,-2.586207365910249e-08
a,9.5e+01,7.9e+02,7.36e+02,-7.804530358558593e-08
a,9.5e+01,7.9e+02,7.365e+02,-1.5348958466842687e-07
a,9.5e+01,7.9e+02,7.37e+02,-2.5491380055236767e-07
a,9.5e+01,7.9e+02,7.375e+02,-3.8229386701785304e-07
a,9.5e+01,7.9e+02,7.38e+02,-5.31070318689067e-07
a,9.5e+01,7.9e+02,7.385e+02,-6.90002136000088e-07
a,9.5e+01,7.9e+02,7.39e+02,-8.388189341312925e-07
a,9.5e+01,7.9e+02,7.395e+02,-9.459500616653535e-07
a,9.5e+01,7.9e+02,7.4e+02,-9.667615836381128e-07
a,9.5e+01,7.9e+02,7.405e+02,-8.428989817937559e-07
a,9.5e+01,7.9e+02,7.41e+02,-5.034941510414176e-07
a,9.5e+01,7.9e+02,7.415e+02,1.3088089696136721e-07
a,9.5e+01,7.9e+02,7.42e+02,1.14058551070468e-06
a,9.5e+01,7.9e+02,7.425e+02,2.594761408826843e-06
a,9.5e+01,7.9e+02,7.43e+02,4.53408310263493e-06
a,9.5e+01,7.9e+02,7.435e+02,6.948329121944014e-06
a,9.5e+01,7.9e+02,7.44e+02,9.749473934528506e-06
a,9.5e+01,7.9e+02,7.445e+02,1.2742072147330051e-05
a,9.5e+01,7.9e+02,7.45e+02,1.559404788402309e-05
a,9.5e+01,7.9e+02,7.455e+02,1.781253416674402e-05
a,9.5e+01,7.9e+02,7.46e+02,1.8730981517640552e-05
a,9.5e+01,7.9e+02,7.465e+02,1.7515145649058245e-05
a,9.5e+01,7.9e+02,7.47e+02,1.3196466750055856e-05
a,9.5e+01,7.9e+02,7.475e+02,4.741397815192296e-06
a,9.5e+01,7.9e+02,7.48e+02,-8.83597932669422e-06
a,9.5e+01,7.9e+02,7.485e+02,-2.8313588591904906e-05
a,9.5e+01,7.9e+02,7.49e+02,-5.405363402160813e-05
a,9.5e+01,7.9e+02,7.495e+02,-8.57548812925403e-05
a,9.5e+01,7.9e+02,7.5e+02,-1.2218131629754842e-04
a,9.5e+01,7.9e+02,7.505e+02,-1.6089412606085142e-04
a,9.5e+01,7.9e+02,7.51e+02,-1.9802521782606705e-04
a,9.5e+01,7.9e+02,7.515e+02,-2.2814111287500257e-04
a,9.5e+01,7.9e+02,7.52e+02,-2.4425422326953037e-04
a,9.5e+01,7.9e+02,7.525e+02,-2.38042077510724e-04
a,9.5e+01,7.9e+02,7.53e+02,-2.003316538522925e-04
a,9.5e+01,7.9e+02,7.535e+02,-1.218933461551798e-04
a,9.5e+01,7.9e+02,7.54e+02,5.43457794815363e-06
a,9.5e+01,7.9e+02,7.545e+02,1.8730577559089378e-04
a,9.5e+01,7.9e+02,7.55e+02,4.2517174347448224e-04
a,9.5e+01,7.9e+02,7.555e+02,7.144520967910927e-04
a,9.5e+01,7.9e+02,7.56e+02,1.0427488029870636e-03
a,9.5e+01,7.9e+02,7.565e+02,1.3883437163538525e-03
a,9.5e+01,7.9e+02,7.57e+02,1.7192683283850426e-03
a,9.5e+01,7.9e+02,7.575e+02,1.993263891795507e-03
a,9.5e+01,7.9e+02,7.58e+02,2.1589482214080906e-03
a,9.5e+01,7.9e+02,7.585e+02,2.1584624154927087e-03
a,9.5e+01,7.9e+02,7.59e+02,1.9317786510886113e-03
a,9.5e+01,7.9e+02,7.595e+02,1.4227053459954836e-03
a,9.5e+01,7.9e+02,7.6e+02,5.864304782808282e-04
a,9.5e+01,7.9e+02,7.605e+02,-6.017927853815728e-04
a,9.5e+01,7.9e+02,7.61e+02,-2.137473979789666e-03
a,9.5e+01,7.9e+02,7.615e+02,-3.97813976184205e-03
a,9.5e+01,7.9e+02,7.62e+02,-6.036148901645408e-03
a,9.5e+01,7.9e+02,7.625e+02,-8.174348571102696e-03
a,9.5e+01,7.9e+02,7.63e+02,-1.020588573838101e-02
a,9.5e+01,7.9e+02,7.635e+02,-1.1899371508504149e-02
a,9.5e+01,7.9e+02,7.64e+02,-1.2990305300065268e-02
a,9.5e+01,7.9e+02,7.645e+02,-1.3199189286386966e-02
a,9.5e+01,7.9e+02,7.65e+02,-1.225611175948306e-02
a,9.5e+01,7.9e+02,7.655e+02,-9.930785823497637e-03
a,9.5e+01,7.9e+02,7.66e+02,-6.0661581072634614e-03
a,9.5e+01,7.9e+02,7.665e+02,-6.128366786961781e-04
a,9.5e+01,7.9e+02,7.67e+02,6.339166765485296e-03
a,9.5e+01,7.9e+02,7.675e+02,1.453541227046543e-02
a,9.5e+01,7.9e+02,7.68e+02,2.3542941973320686e-02
a,9.5e+01,7.9e+02,7.685e+02,3.2751089436806755e-02
a,9.5e+01,7.9e+02,7.69e+02,4.139039416657988e-02
a,9.5e+01,7.9e+02,7.695e+02,4.857154717886533e-02
a,9.5e+01,7.9e+02,7.7e+02,5.334453171336417e-02
a,9.5e+01,7.9e+02,7.705e+02,5.477598706283654e-02
a,9.5e+01,7.9e+02,7.71e+02,5.2040485777174204e-02
a,9.5e+01,7.9e+02,7.715e+02,4.451910488663219e-02
a,9.5e+01,7.9e+02,7.72e+02,3.1896659318651086e-02
a,9.5e+01,7.9e+02,7.725e+02,1.4247533025070706e-02
a,9.5e+01,7.9e+02,7.73e+02,-7.900545179798959e-03
a,9.5e+01,7.9e+02,7.735e+02,-3.353496760661274e-02
a,9.5e+01,7.9e+02,7.74e+02,-6.1167497581720506e-02
a,9.5e+01,7.9e+02,7.745e+02,-8.889001664390543e-02
a,9.5e+01,7.9e+02,7.75e+02,-1.1447859919219083e-01
a,9.5e+01,7.9e+02,7.755e+02,-1.3554307757842934e-01
a,9.5e+01,7.9e+02,7.76e+02,-1.4971420995811724e-01
a,9.5e+01,7.9e+02,7.765e+02,-1.548556301421973e-01
a,9.5e+01,7.9e+02,7.77e+02,-1.4928349992602777e-01
a,9.5e+01,7.9e+02,7.775e+02,-1.319737541171867e-01
a,9.5e+01,7.9e+02,7.78e+02,-1.0273551320508732e-01
a,9.5e+01,7.9e+02,7.785e+02,-6.232999181072779e-02
a,9.5e+01,7.9e+02,7.79e+02,-1.2517216205680429e-02
a,9.5e+01,7.9e+02,7.795e+02,4.3981986077665916e-02
a,9.5e+01,7.9e+02,7.8e+02,1.0361426317823837e-01
a,9.5e+01,7.9e+02,7.805e+02,1.622095285879225e-01
a,9.5e+01,7.9e+02,7.81e+02,2.152726769055694e-01
a,9.5e+01,7.9e+02,7.815e+02,2.583311513985884e-01
a,9.5e+01,7.9e+02,7.82e+02,2.8731107582107923e-01
a,9.5e+01,7.9e+02,7.825e+02,2.9890959427611175e-01
a,9.5e+01,7.9e+02,7.83e+02,2.9092884681332537e-01
a,9.5e+01,7.9e+02,7.835e+02,2.625380974467459e-01
a,9.5e+01,7.9e+02,7.84e+02,2.1443505220329834e-01
a,9.5e+01,7.9e+02,7.845e+02,1.488851214773713e-01
a,9.5e+01,7.9e+02,7.85e+02,6.962769648874084e-02
a,9.5e+01,7.9e+02,7.855e+02,-1.834948921146092e-02
a,9.5e+01,7.9e+02,7.86e+02,-1.0915430147004651e-01
a,9.5e+01,7.9e+02,7.865e+02,-1.9642702209471363e-01
a,9.5e+01,7.9e+02,7.87e+02,-2.7383476619691577e-01
a,9.5e+01,7.9e+02,7.875e+02,-3.3558144297467396e-01
a,9.5e+01,7.9e+02,7.88e+02,-3.7688829045158634e-01
a,9.5e+01,7.9e+02,7.885e+02,-3.944014003655918e-01
a,9.5e+01,7.9e+02,7.89e+02,-3.864883180772473e-01
a,9.5e+01,7.9e+02,7.895e+02,-3.53395286736386e-01
a,9.5e+01,7.9e+02,7.9e+02,-2.972491252971514e-01
a,9.5e+01,7.9e+02,7.905e+02,-2.2190188185070508e-01
a,9.5e+01,7.9e+02,7.91e+02,-1.3263088389026795e-01
a,9.5e+01,7.9e+02,7.915e+02,-3.572016357706387e-02
a,9.5e+01,7.9e+02,7.92e+02,6.203987472390952e-02
a,9.5e+01,7.9e+02,7.925e+02,1.5389034472802682e-01
a,9.5e+01,7.9e+02,7.93e+02,2.3363206772667083e-01
a,9.5e+01,7.9e+02,7.935e+02,2.9609828754999745e-01
a,9.5e+01,7.9e+02,7.94e+02,3.375319621104684e-01
a,9.5e+01,7.9e+02,7.945e+02,3.5583719827341576e-01
a,9.5e+01,7.9e+02,7.95e+02,3.5068658504111155e-01
a,9.5e+01,7.9e+02,7.955e+02,3.234797700578956e-01
a,9.5e+01,7.9e+02,7.96e+02,2.7716223452145955e-01
a,9.5e+01,7.9e+02,7.965e+02,2.1592550950578093e-01
a,9.5e+01,7.9e+02,7.97e+02,1.448198813878262e-01
a,9.5e+01,7.9e+02,7.975e+02,6.931709253693692e-02
a,9.5e+01,7.9e+02,7.98e+02,-5.136829408351615e-03
a,9.5e+01,7.9e+02,7.985e+02,-7.353975663302426e-02
a,9.5e+01,7.9e+02,7.99e+02,-1.3168865434208987e-01
a,9.5e+01,7.9e+02,7.995e+02,-1.7644552621423495e-01
a,9.5e+01,7.9e+02,8e+02,-2.0589757571537406e-01
a,9.5e+01,7.9e+02,8.005e+02,-2.1940566200963987e-01
a,9.5e+01,7.9e+02,8.01e+02,-2.1754554577812932e-01
a,9.5e+01,7.9e+02,8.015e+02,-2.0195563947878126e-01
a,9.5e+01,7.9e+02,8.02e+02,-1.7511219327127467e-01
a,9.5e+01,7.9e+02,8.025e+02,-1.4005752054848153e-01
a,9.5e+01,7.9e+02,8.03e+02,-1.0010875433586858e-01
a,9.5e+01,7.9e+02,8.035e+02,-5.8573787238381504e-02
a,9.5e+01,7.9e+02,8.04e+02,-1.8497811794450404e-02
a,9.5e+01,7.9e+02,8.045e+02,1.754121527515359e-02
a,9.5e+01,7.9e+02,8.05e+02,4.757613739976562e-02
a,9.5e+01,7.9e+02,8.055e+02,7.032787517261475e-02
a,9.5e+01,7.9e+02,8.06e+02,8.521758937870787e-02
a,9.5e+01,7.9e+02,8.065e+02,9.232055067159366e-02
a,9.5e+01,7.9e+02,8.07e+02,9.227289266692958e-02
a,9.5e+01,7.9e+02,8.075e+02,8.614522130212866e-02
a,9.5e+01,7.9e+02,8.08e+02,7.529820814263452e-02
a,9.5e+01,7.9e+02,8.085e+02,6.1234901712650905e-02
a,9.5e+01,7.9e+02,8.09e+02,4.546278498972517e-02
a,9.5e+01,7.9e+02,8.095e+02,2.9375925949371665e-02
a,9.5e+01,7.9e+02,8.1e+02,1.4164301550417424e-02
a,9.5e+01,7.9e+02,8.105e+02,7.539195499192255e-04
a,9.5e+01,7.9e+02,8.11e+02,-1.0221923295444062e-02
a,9.5e+01,7.9e+02,8.115e+02,-1.842273232575304e-02
a,9.5e+01,7.9e+02,8.12e+02,-2.377690094772055e-02
a,9.5e+01,7.9e+02,8.125e+02,-2.6439826508334752e-02
a,9.5e+01,7.9e+02,8.13e+02,-2.674069720684381e-02
a,9.5e+01,7.9e+02,8.135e+02,-2.512448126133958e-02
a,9.5e+01,7.9e+02,8.14e+02,-2.209495164812565e-02
a,9.5e+01,7.9e+02,8.145e+02,-1.816345965849253e-02
a,9.5e+01,7.9e+02,8.15e+02,-1.3806808521128623e-02
a,9.5e+01,7.9e+02,8.155e+02,-9.436148075655177e-03
a,9.5e+01,7.9e+02,8.16e+02,-5.377463186458228e-03
a,9.5e+01,7.9e+02,8.165e+02,-1.863077605141253e-03
a,9.5e+01,7.9e+02,8.17e+02,9.672839539300816e-04
a,9.5e+01,7.9e+02,8.175e+02,3.057905960675582e-03
a,9.5e+01,7.9e+02,8.18e+02,4.423265575443764e-03
a,9.5e+01,7.9e+02,8.185e+02,5.131291783160725e-03
a,9.5e+01,7.9e+02,8.19e+02,5.285787528856002e-03
a,9.5e+01,7.9e+02,8.195e+02,5.0097359039352925e-03
a,9.5e+01,7.9e+02,8.2e+02,4.430760457124913e-03
a,9.5e+01,7.9e+02,8.205e+02,3.669535668608151e-03
a,9.5e+01,7.9e+02,8.21e+02,2.8314976045655206e-03
a,9.5e+01,7.9e+02,8.215e+02,2.0018241994237086e-03
a,9.5e+01,7.9e+02,8.22e+02,1.243362282380935e-03
a,9.5e+01,7.9e+02,8.225e+02,5.969832815534853e-04
a,9.5e+01,7.9e+02,8.23e+02,8.37486259893511e-05
a,9.5e+01,7.9e+02,8.235e+02,-2.917525364061905e-04
a,9.5e+01,7.9e+02,8.24e+02,-5.374840014271601e-04
a,9.5e+01,7.9e+02,8.245e+02,-6.699604544451417e-04
a,9.5e+01,7.9e+02,8.25e+02,-7.105445596814838e-04
a,9.5e+01,7.9e+02,8.255e+02,-6.823004499747658e-04
a,9.5e+01,7.9e+02,8.26e+02,-6.075428929496927e-04
a,9.5e+01,7.9e+02,8.265e+02,-5.061200820525341e-04
a,9.5e+01,7.9e+02,8.27e+02,-3.9438916819080664e-04
a,9.5e+01,7.9e+02,8.275e+02,-2.847893813359798e-04
a,9.5e+01,7.9e+02,8.28e+02,-1.8588691928878403e-04
a,9.5e+01,7.9e+02,8.285e+02,-1.0275556121634517e-04
a,9.5e+01,7.9e+02,8.29e+02,-3.756277407514357e-05
a,9.5e+01,7.9e+02,8.295e+02,9.751982143131483e-06
a,9.5e+01,7.9e+02,8.3e+02,4.0796716815911465e-05
a,9.5e+01,7.9e+02,8.305e+02,5.810850175416906e-05
a,9.5e+01,7.9e+02,8.31e+02,6.463689991153694e-05
a,9.5e+01,7.9e+02,8.315e+02,6.334745149546943e-05
a,9.5e+01,7.9e+02,8.32e+02,5.6946404233387255e-05
a,9.5e+01,7.9e+02,8.325e+02,4.771573602036272e-05
a,9.5e+01,7.9e+02,8.33e+02,3.744008413460151e-05
a,9.5e+01,7.9e+02,8.335e+02,2.740383671874705e-05
a,9.5e+01,7.9e+02,8.34e+02,1.8436487060230426e-05
a,9.5e+01,7.9e+02,8.345e+02,1.0986448713891623e-05
a,9.5e+01,7.9e+02,8.35e+02,5.206976321987926e-06
a,9.5e+01,7.9e+02,8.355e+02,1.0418606114630713e-06
a,9.5e+01,7.9e+02,8.36e+02,-1.697430790955268e-06
a,9.5e+01,7.9e+02,8.365e+02,-3.2679228535296555e-06
a,9.5e+01,7.9e+02,8.37e+02,-3.9464641174762676e-06
a,9.5e+01,7.9e+02,8.375e+02,-3.995923117557985e-06
a,9.5e+01,7.9e+02,8.38e+02,-3.6445451302487626e-06
a,9.5e+01,7.9e+02,8.385e+02,-3.0760005173479335e-06
a,9.5e+01,7.9e+02,8.39e+02,-2.427405558301997e-06
a,9.5e+01,7.9e+02,8.395e+02,-1.792715120346912e-06
a,9.5e+01,7.9e+02,8.4e+02,-1.2292371360222986e-06
a,9.5e+01,7.9e+02,8.405e+02,-7.654853328356111e-07
a,9.5e+01,7.9e+02,8.41e+02,-4.090792183046293e-07
a,9.5e+01,7.9e+02,8.415e+02,-1.5385686005879623e-07
a,9.5e+01,7.9e+02,8.42e+02,1.425032242866909e-08
a,9.5e+01,7.9e+02,8.425e+02,1.1273676934963168e-07
a,9.5e+01,7.9e+02,8.43e+02,1.5938675192878057e-07
a,9.5e+01,7.9e+02,8.435e+02,1.7030855732950852e-07
a,9.5e+01,7.9e+02,8.44e+02,1.5890391684332998e-07
a,9.5e+01,7.9e+02,8.445e+02,1.3552522575893891e-07
a,9.5e+01,7.9e+02,8.45e+02,1.075923606258187e-07
a,9.5e+01,7.9e+02,8.455e+02,7.997801478924091e-08
a,9.5e+01,7.9e+02,8.46e+02,5.5514641011846165e-08
a,9.5e+01,7.9e+02,8.465e+02,3.551970394998861e-08
a,9.5e+01,7.9e+02,8.47e+02,2.027429990340014e-08
a,9.5e+01,7.9e+02,8.475e+02,9.4209630894163e-09
a,9.5e+01,7.9e+02,8.48e+02,2.2690705751571698e-09
a,9.5e+01,7.9e+02,8.485e+02,-1.988731177712733e-09
a,9.5e+01,7.9e+02,8.49e+02,-4.136986642155984e-09
a,9.5e+01,7.9e+02,8.495e+02,-4.8588634905400955e-09
a,9.5e+01,7.9e+02,8.5e+02,-4.702185152351015e-09
a,9.5e+01,7.9e+02,8.505e+02,-4.07531044869728e-09
a,9.5e+01,7.9e+02,8.51e+02,-3.2607766361635714e-09
a,9.5e+01,7.9e+02,8.515e+02,-2.4376034604179045e-09
a,9.5e+01,7.9e+02,8.52e+02,-1.7059698367594517e-09
a,9.5e+01,7.9e+02,8.525e+02,-1.1103566457766758e-09
a,9.5e+01,7.9e+02,8.53e+02,-6.59093924343534e-10
a,9.5e+01,7.9e+02,8.535e+02,-3.3956137874012784e-10
a,9.5e+01,7.9e+02,8.54e+02,-1.2913405312828533e-10
a,9.5e+01,7.9e+02,8.545e+02,-2.435797620639807e-12
a,9.5e+01,7.9e+02,8.55e+02,6.433709800625421e-11
a,9.5e+01,7.9e+02,8.555e+02,9.12394624159059e-11
a,9.5e+01,7.9e+02,8.56e+02,9.38496914082406e-11
a,9.5e+01,7.9e+02,8.565e+02,8.342596636123628e-11
a,9.5e+01,7.9e+02,8.57e+02,6.752530233874615e-11
a,9.5e+01,7.9e+02,8.575e+02,5.079685441411878e-11
a,9.5e+01,7.9e+02,8.58e+02,3.5770093793018646e-11
a,9.5e+01,7.9e+02,8.585e+02,2.354101467862761e-11
a,9.5e+01,7.9e+02,8.59e+02,1.4316908503211719e-11
a,9.5e+01,7.9e+02,8.595e+02,7.816470342724738e-12
a,9.5e+01,7.9e+02,8.6e+02,3.5420230339136296e-12
a,9.5e+01,7.9e+02,8.605e+02,9.492657788581362e-13
a,9.5e+01,7.9e+02,8.61e+02,-4.587145450577646e-13
a,9.5e+01,7.9e+02,8.615e+02,-1.0892013926068209e-12
a,9.5e+01,7.9e+02,8.62e+02,-1.2500148566189597e-12
a,9.5e+01,7.9e+02,8.625e+02,-1.15770583184612e-12
a,9.5e+01,7.9e+02,8.63e+02,-9.539174101503365e-13
a,9.5e+01,7.9e+02,8.635e+02,-7.237278682349963e-13
a,9.5e+01,7.9e+02,8.64e+02,-5.125288381701379e-13
a,9.5e+01,7.9e+02,8.645e+02,-3.3987356016513846e-13
a,9.5e+01,7.9e+02,8.65e+02,-2.09910481614628e-13
a,9.5e+01,7.9e+02,8.655e+02,-1.1867434120938088e-13
a,9.5e+01,7.9e+02,8.66e+02,-5.880422054726966e-14
a,9.5e+01,7.9e+02,8.665e+02,-2.2330212690783714e-14
a,9.5e+01,7.9e+02,8.67e+02,-2.1177172854788687e-15
a,9.5e+01,7.9e+02,8.675e+02,7.550259006547182e-15
a,9.5e+01,7.9e+02,8.68e+02,1.0894103635363873e-14
a,9.5e+01,7.9e+02,8.685e+02,1.0814316528758372e-14
a,9.5e+01,7.9e+02,8.69e+02,9.166451146806576e-15
a,9.5e+01,7.9e+02,8.695e+02,7.04359274997163e-15
a,9.5e+01,7.9e+02,8.7e+02,5.021411758714259e-15
a,9.5e+01,7.9e+02,8.705e+02,3.3495888457112274e-15
a,9.5e+01,7.9e+02,8.71e+02,2.089693199220879e-15
a,9.5e+01,7.9e+02,8.715e+02,1.2074298872890939e-15
a,9.5e+01,7.9e+02,8.72e+02,6.297624697729736e-16
a,9.5e+01,7.9e+02,8.725e+02,2.770963470841139e-16
a,9.5e+01,7.9e+02,8.73e+02,7.903863070198662e-17
a,9.5e+01,7.9e+02,8.735e+02,-1.9814296997552144e-17
a,9.5e+01,7.9e+02,8.74e+02,-5.955278832935225e-17
a,9.5e+01,7.9e+02,8.745e+02,-6.717632784029062e-17
a,9.5e+01,7.9e+02,8.75e+02,-5.963021689457174e-17
a,9.5e+01,7.9e+02,8.755e+02,-4.673846702579463e-17
a,9.5e+01,7.9e+02,8.76e+02,-3.3631198520015846e-17
a,9.5e+01,7.9e+02,8.765e+02,-2.2563663068807922e-17
a,9.5e+01,7.9e+02,8.77e+02,-1.4176206952149803e-17
a,9.5e+01,7.9e+02,8.775e+02,-8.305717585918615e-18
a,9.5e+01,7.9e+02,8.78e+02,-4.469225934046484e-18
a,9.5e+01,7.9e+02,8.785e+02,-2.125689518214693e-18
a,9.5e+01,7.9e+02,8.79e+02,-7.984810942570503e-19
a,9.5e+01,7.9e+02,8.795e+02,-1.173926744775438e-19
a,9.5e+01,7.9e+02,8.8e+02,1.8103225549868716e-19
a,9.5e+01,7.9e+02,8.805e+02,2.7113443553753096e-19
a,9.5e+01,7.9e+02,8.81e+02,2.6052778298950676e-19
a,9.5e+01,7.9e+02,8.815e+02,2.1076732098727067e-19
a,9.5e+01,7.9e+02,8.82e+02,1.538120614910036e-19
a,9.5e+01,7.9e+02,8.825e+02,1.0393108498001983e-19
a,9.5e+01,7.9e+02,8.83e+02,6.567347704214727e-20
a,9.5e+01,7.9e+02,8.835e+02,3.8832538406639084e-20
a,9.5e+01,7.9e+02,8.84e+02,2.130817944723496e-20
a,9.5e+01,7.9e+02,8.845e+02,1.0605983966522674e-20
a,9.5e+01,7.9e+02,8.85e+02,4.515249604449298e-21
a,9.5e+01,7.9e+02,8.855e+02,1.3327802407127711e-21
a,9.5e+01,7.9e+02,8.86e+02,-1.3739541121579737e-22
a,9.5e+01,7.9e+02,8.865e+02,-6.748562536755025e-22
a,9.5e+01,7.9e+02,8.87e+02,-7.538417488869239e-22
a,9.5e+01,7.9e+02,8.875e+02,-6.424685048784642e-22
a,9.5e+01,7.9e+02,8.88e+02,-4.79325256376691e-22
a,9.5e+01,7.9e+02,8.885e+02,-3.272006273717395e-22
a,9.5e+01,7.9e+02,8.89e+02,-2.0798758594770438e-22
a,9.5e+01,7.9e+02,8.895e+02,-1.2379655972817338e-22
a,9.5e+01,7.9e+02,8.9e+02,-6.87884162547305e-23
a,9.5e+01,7.9e+02,8.905e+02,-3.520726830376316e-23
a,9.5e+01,7.9e+02,8.91e+02,-1.6046350792163195e-23
a,9.5e+01,7.9e+02,8.915e+02,-5.9194180544505434e-24
a,9.5e+01,7.9e+02,8.92e+02,-1.081540970821247e-24
a,9.5e+01,7.9e+02,8.925e+02,8.775435625620983e-25
a,9.5e+01,7.9e+02,8.93e+02,1.4053890799649131e-24
a,9.5e+01,7.9e+02,8.935e+02,1.3119099198916601e-24
a,9.5e+01,7.9e+02,8.94e+02,1.014080015842194e-24
a,9.5e+01,7.9e+02,8.945e+02,7.031377822229238e-25
a,9.5e+01,7.9e+02,8.95e+02,4.503929326857533e-25
a,9.5e+01,7.9e+02,8.955e+02,2.695998137094188e-25
a,9.5e+01,7.9e+02,8.96e+02,1.5107036044218739e-25
a,9.5e+01,7.9e+02,8.965e+02,7.869318892789489e-26
a,9.5e+01,7.9e+02,8.97e+02,3.734437519868817e-26
a,9.5e+01,7.9e+02,8.975e+02,1.5337666592686752e-26
a,9.5e+01,7.9e+02,8.98e+02,4.5963878074656914e-27
a,9.5e+01,7.9e+02,8.985e+02,-2.4551595578678142e-29
a,9.5e+01,7.9e+02,8.99e+02,-1.5807491079132979e-27
a,9.5e+01,7.9e+02,8.995e+02,-1.7657064967377148e-27
a,9.5e+01,7.9e+02,9e+02,-1.4477547245628797e-27
a,9.6e+01,7.8e+02,7e+02,-4.844788624328633e-15
a,9.6e+01,7.8e+02,7.005e+02,-7.522372218909207e-15
a,9.6e+01,7.8e+02,7.01e+02,-1.0936493151292163e-14
a,9.6e+01,7.8e+02,7.015e+02,-1.484449951885143e-14
a,9.6e+01,7.8e+02,7.02e+02,-1.8562786855961725e-14
a,9.6e+01,7.8e+02,7.025e+02,-2.067987665424529e-14
a,9.6e+01,7.8e+02,7.03e+02,-1.867471671044253e-14
a,9.6e+01,7.8e+02,7.035e+02,-8.452751207040383e-15
a,9.6e+01,7.8e+02,7.04e+02,1.6149751912020826e-14
a,9.6e+01,7.8e+02,7.045e+02,6.377991638696053e-14
a,9.6e+01,7.8e+02,7.05e+02,1.4569318293368754e-13
a,9.6e+01,7.8e+02,7.055e+02,2.7524938205165626e-13
a,9.6e+01,7.8e+02,7.06e+02,4.662717549974561e-13
a,9.6e+01,7.8e+02,7.065e+02,7.29565875873458e-13
a,9.6e+01,7.8e+02,7.07e+02,1.0667026947791426e-12
a,9.6e+01,7.8e+02,7.075e+02,1.460034239073343e-12
a,9.6e+01,7.8e+02,7.08e+02,1.8579235420561757e-12
a,9.6e+01,7.8e+02,7.085e+02,2.154470086293203e-12
a,9.6e+01,7.8e+02,7.09e+02,2.1637887239284223e-12
a,9.6e+01,7.8e+02,7.095e+02,1.5903938870820313e-12
a,9.6e+01,7.8e+02,7.1e+02,-2.75360242178443e-16
